itest_id,aveknow,avecarelessness,avecorrect,numactions,averesbored,averesengcon,averesconf,averesfrust,averesofftask,averesgaming
492,0.30367334100000004,0.181620212,0.485996705,607,0.246306291,0.6725266390000001,0.123190631,0.108029957,0.18781809600000002,0.02847899
496,0.4483879,0.22299816600000003,0.5716945999999999,537,0.236460988,0.6796763790000001,0.09250372800000001,0.10399810699999999,0.17634676800000001,0.043034504
512,0.136126251,0.086568756,0.324829932,588,0.20370676699999998,0.6871874379999999,0.056162533,0.13481204300000002,0.12532913,0.36103208600000003
530,0.15854327099999999,0.08928301599999999,0.301023156,1857,0.20453739899999998,0.670531517,0.079986515,0.152135432,0.119433573,0.324371698
532,0.133550204,0.081167765,0.384615385,130,0.25960390899999997,0.64658002,0.09276234,0.23230389699999998,0.292222467,0.088588363
542,0.279791755,0.15826489300000002,0.436883629,1014,0.212129035,0.68039625,0.084595638,0.145000851,0.148176824,0.138577328
546,0.122939329,0.077038143,0.29528536,806,0.19107936600000003,0.665580408,0.078297447,0.121899985,0.115468834,0.46461086100000004
566,0.330483484,0.178174935,0.42724458200000004,323,0.278151811,0.613660888,0.14439290400000002,0.13330756800000002,0.23503106699999998,0.04171623
568,0.153399638,0.09577401199999999,0.34939759,913,0.21081508699999998,0.663041388,0.079632439,0.14834660300000002,0.141174842,0.250051961
603,0.12272185599999999,0.077741397,0.296758105,401,0.228908471,0.6499953820000001,0.15915502,0.089636929,0.198897822,0.132752899
609,0.059612625,0.053181472,0.267924528,265,0.223126815,0.647810879,0.07920198099999999,0.123014634,0.164747245,0.243723246
616,0.15749303,0.08207128799999999,0.26122449,245,0.27029082,0.574115524,0.121593664,0.162921903,0.17838533199999998,0.11231565
621,0.133110071,0.074881376,0.317147193,659,0.23021498,0.6702865339999999,0.09924656300000001,0.11601372900000001,0.18488812899999998,0.290471083
631,0.172864746,0.123716384,0.25,448,0.26817452199999997,0.62457061,0.18014034899999998,0.118410124,0.19179290899999998,0.090454978
633,0.09301849,0.058486935,0.267049076,1569,0.181443847,0.699313966,0.054645571,0.149681009,0.094834238,0.492973256
636,0.297971702,0.16966447199999998,0.438938053,565,0.241800569,0.640110033,0.146503288,0.181725542,0.17698502300000002,0.093635129
654,0.36272763700000005,0.240717901,0.45027248,1468,0.224839189,0.673766399,0.096068128,0.173077179,0.149567239,0.11052238
663,0.092818303,0.052842994000000004,0.191885038,1183,0.222476917,0.6627716379999999,0.11617923,0.11901362900000001,0.141939609,0.38513769700000006
667,0.272783702,0.125378321,0.458167331,251,0.246135837,0.6575584870000001,0.0854534,0.07708406200000001,0.24764081699999999,0.11893282599999999
672,0.078885459,0.055826325,0.253463733,1227,0.18637284,0.70959404,0.071669498,0.12215472,0.09124532699999999,0.452729945
676,0.19022862100000001,0.110482946,0.320954907,754,0.20240968,0.671484179,0.068526429,0.115887104,0.120193884,0.30486890699999997
683,0.35620577,0.190420113,0.499286733,701,0.24269481399999998,0.670055168,0.132203471,0.152362536,0.17060770100000003,0.063710858
684,0.124838161,0.059882402,0.25594564,883,0.199612449,0.64029796,0.041017035,0.177366914,0.126429499,0.411619009
696,0.111711003,0.06934248700000001,0.306451613,496,0.27796180800000003,0.6039164029999999,0.10785365400000001,0.10980415199999999,0.211339571,0.081626035
709,0.182084054,0.116025411,0.31716147699999997,1381,0.205801548,0.678510837,0.066907776,0.126617959,0.131116567,0.360084026
743,0.10691339300000001,0.062538766,0.259541985,1310,0.20742983399999998,0.66204758,0.067195782,0.102633016,0.11366673599999999,0.298913753
752,0.12277224699999999,0.068717525,0.312741313,777,0.20466437,0.7017906309999999,0.071332601,0.12457991,0.127440006,0.46009933299999994
781,0.14534897300000002,0.09081049199999999,0.296747967,984,0.227937335,0.63960554,0.120099001,0.146863357,0.14483136900000002,0.22884252
782,0.131710733,0.090561874,0.30563002699999997,746,0.216875748,0.669166002,0.078662645,0.142655414,0.14756481300000002,0.266641484
789,0.09776681300000001,0.061795182000000004,0.274117647,850,0.201950595,0.694600475,0.054766626,0.153768772,0.122378629,0.36552659600000004
808,0.343990855,0.209695695,0.483568075,852,0.228066808,0.665455464,0.142619785,0.148875241,0.16289193,0.064983433
809,0.191809483,0.117962668,0.35234657,1385,0.20200706300000001,0.6739245309999999,0.077378904,0.126042083,0.129704252,0.259832246
810,0.18362385399999998,0.11313709,0.378342246,748,0.247334587,0.65307999,0.107674732,0.141978374,0.155200493,0.065850621
824,0.105947011,0.076346852,0.239157373,807,0.223788498,0.6328776429999999,0.152293782,0.191154385,0.13680741800000001,0.197919718
826,0.214899781,0.136739483,0.38577912299999995,661,0.251739946,0.646650791,0.10408665199999999,0.20150390199999998,0.178139475,0.072044808
828,0.110542184,0.075705446,0.289261745,1490,0.200605855,0.6869947390000001,0.103558891,0.166431771,0.115070713,0.278564845
832,0.16454123699999998,0.096086109,0.31596829,1766,0.20702327899999998,0.680437788,0.06845693,0.130189523,0.12175923599999999,0.319915868
834,0.257647755,0.142740363,0.408637874,301,0.228225929,0.648349175,0.129295403,0.137506773,0.16573596,0.101765036
837,0.137779963,0.091684258,0.288321168,1370,0.195189223,0.692251682,0.050474156,0.108255036,0.118105951,0.423539083
842,0.212451843,0.134438209,0.356682028,1085,0.203563612,0.677347499,0.120799075,0.10833645199999999,0.131301317,0.239904068
843,0.22504806800000002,0.131118829,0.364719905,839,0.22341920399999998,0.65134064,0.060990794,0.132040914,0.167610019,0.173284739
848,0.12488450300000001,0.075872366,0.2875,640,0.200606112,0.678982634,0.04182862,0.137934535,0.121386299,0.433287583
868,0.233913772,0.137574168,0.387054161,757,0.221836714,0.66287634,0.093765695,0.210353376,0.15261567199999998,0.22304715600000002
898,0.19662204100000003,0.13394007300000002,0.316353887,1119,0.229503822,0.660983513,0.093955249,0.121002309,0.275007927,0.254896538
937,0.313889951,0.20247074899999998,0.48477751799999996,427,0.23686751399999997,0.678653699,0.165901505,0.149349906,0.19384093,0.035908613
954,0.08604677599999999,0.054576837,0.247195513,2496,0.188532948,0.6832479909999999,0.092587992,0.172999894,0.117190507,0.417365779
968,0.27694281800000004,0.158414941,0.42759562799999995,732,0.250863994,0.62260651,0.11072894,0.129747114,0.184678328,0.066896157
969,0.099375183,0.050151322000000005,0.28885135100000003,592,0.23274597800000002,0.663859459,0.051355868,0.14703644400000002,0.16384701699999998,0.3536167
998,0.149705943,0.091722262,0.341341341,999,0.202972457,0.707411607,0.066425355,0.19772594100000002,0.11956961,0.322250853
1007,0.148058616,0.093363226,0.342175066,377,0.285069397,0.624269194,0.104001527,0.23938467300000002,0.236912297,0.048285725
1016,0.105544909,0.062372297,0.271393643,409,0.24406505899999997,0.642684171,0.066851107,0.12864673199999999,0.188777986,0.237888293
1020,0.363037614,0.20175277,0.489795918,931,0.21334697800000002,0.680126883,0.09835407800000001,0.126788311,0.133223318,0.12974649800000002
1044,0.16028426199999998,0.086193431,0.33928571399999996,112,0.313040561,0.607228708,0.154043436,0.13267879800000001,0.39880657700000005,0.053483931
1046,0.094408972,0.05596417,0.294676806,1052,0.213177705,0.6835909459999999,0.07730193,0.129209312,0.12239993800000001,0.29872967
1047,0.102428329,0.06220562599999999,0.304347826,506,0.205796719,0.689715557,0.080709969,0.13107273,0.13518206,0.35130888200000004
1055,0.261920272,0.149014387,0.475786925,826,0.22859309100000003,0.68987978,0.134197634,0.14567418599999998,0.153230231,0.094647544
1079,0.127974848,0.057496483,0.314307752,2593,0.202711062,0.6907477040000001,0.097473709,0.14740845,0.120158576,0.301573322
1107,0.313214822,0.157877755,0.429657795,1315,0.197952315,0.706526762,0.059644799000000005,0.129002013,0.12094751,0.360242028
1108,0.227948718,0.133285889,0.379098361,488,0.22156462,0.6844928229999999,0.09889745,0.187317953,0.141923028,0.202208623
1110,0.067632113,0.0452694,0.23055555600000002,1080,0.175043742,0.6959644759999999,0.014523286000000002,0.09804041599999999,0.083826823,0.647848462
1178,0.160607135,0.10040697400000001,0.33604888,491,0.275586071,0.626972867,0.127228461,0.112376768,0.24390051100000001,0.077765446
1202,0.153649491,0.096488499,0.314685315,715,0.2227138,0.6712236659999999,0.074093804,0.11261833800000001,0.16359569300000001,0.314370127
1208,0.16222024599999998,0.105164605,0.322669104,1094,0.225792902,0.661176898,0.079597086,0.150134033,0.145217761,0.22624678199999998
1232,0.12343904300000001,0.082323569,0.38325991200000004,227,0.281491549,0.623452159,0.23014971,0.14868040400000002,0.273823338,0.07217857
1237,0.136386894,0.084204617,0.296523517,489,0.272828002,0.642915618,0.11716154,0.124411608,0.210712591,0.082913569
1238,0.129911256,0.082697249,0.30794702,302,0.253901225,0.647996408,0.133010188,0.069917744,0.196558228,0.146092016
1240,0.119941349,0.07675074,0.3184,625,0.22213532600000002,0.6620364870000001,0.079738077,0.135920575,0.159915851,0.312025232
1250,0.18059133800000002,0.09925474599999999,0.36234817799999997,494,0.247216856,0.64156126,0.114225688,0.187755438,0.185857128,0.139274282
1287,0.130726406,0.095791955,0.276595745,846,0.209049452,0.65626884,0.138161729,0.14056248699999999,0.119336195,0.22597024100000002
1294,0.251887452,0.15918037599999998,0.35406698600000003,1254,0.23137645899999998,0.66281523,0.100776677,0.15108954800000002,0.147608989,0.127026138
1305,0.20745862,0.128230382,0.39639639600000004,555,0.24407294899999998,0.657117293,0.10429932199999999,0.110147224,0.2041435,0.082208802
1313,0.08001589099999999,0.04718377,0.253036437,1482,0.202507618,0.672964749,0.049311377999999996,0.11247870800000001,0.12211355800000001,0.375753502
1317,0.104579368,0.071129733,0.28064516100000003,1240,0.208275598,0.669657061,0.07898625599999999,0.11599843300000001,0.12269158699999999,0.331333864
1337,0.155655767,0.08878944,0.373015873,126,0.29338532,0.582204741,0.14446103300000002,0.112100689,0.314390905,0.091316126
1338,0.165857895,0.105047839,0.327009937,1107,0.21555196199999999,0.667920074,0.07899572099999999,0.171677573,0.136020854,0.303252724
1348,0.136628524,0.096085219,0.279600571,701,0.193185682,0.69353817,0.068272519,0.140583809,0.10991688599999999,0.486377925
1362,0.386289747,0.20219709,0.524344569,801,0.219716484,0.69508752,0.09479163199999999,0.124843632,0.163474048,0.120324827
1375,0.319485209,0.18409398300000002,0.39070568,581,0.23532996399999997,0.619101229,0.138739386,0.114089346,0.17398701600000002,0.141711624
1380,0.141858411,0.08375787400000001,0.311139565,781,0.219207017,0.663225822,0.07158505700000001,0.13305326,0.15441102,0.258819655
1394,0.289495556,0.171698018,0.385269122,1765,0.191129785,0.7066815329999999,0.082455746,0.147456062,0.11394147199999999,0.271410005
1404,0.159285375,0.097355505,0.296937417,751,0.245746175,0.626187689,0.114503593,0.17297229,0.16793911600000003,0.141407659
1408,0.142578373,0.087179448,0.35158150899999996,822,0.197591055,0.6768008740000001,0.08485726800000001,0.133952454,0.120202432,0.347108188
1417,0.1778283,0.08772218400000001,0.423076923,286,0.290882046,0.620886869,0.106159034,0.121847692,0.28197043899999996,0.044297706
1437,0.161145127,0.091926355,0.393939394,165,0.258473684,0.591302089,0.069379909,0.177163614,0.293371847,0.099911498
1438,0.313441359,0.196706716,0.380881255,1339,0.232630511,0.659112837,0.11651691300000001,0.133175651,0.148690947,0.087863336
1439,0.08838598199999999,0.05789128599999999,0.253012048,1328,0.19976259600000001,0.667643597,0.098072503,0.154272514,0.113111912,0.376730499
1450,0.154629777,0.095356445,0.326953748,1881,0.193008452,0.684874043,0.077207491,0.107533306,0.111032691,0.322788902
1462,0.179886767,0.123456872,0.28251121100000004,223,0.313970336,0.579291498,0.11651225,0.155631286,0.33161137,0.054883862
1483,0.081488091,0.045741856,0.24141315,3057,0.18398635300000002,0.7218268729999999,0.044809813,0.10949376599999999,0.08979775300000001,0.487579865
1527,0.198411742,0.118970076,0.326229508,610,0.24098770100000003,0.653567655,0.11572618800000001,0.15380560199999999,0.184969594,0.18117759100000003
1548,0.207616,0.116099614,0.33898305100000004,295,0.28730549699999997,0.626468235,0.08400867,0.10787132099999999,0.22766244,0.051892111
1553,0.219844724,0.125054842,0.46724890799999996,229,0.290273397,0.61142164,0.09307084,0.147946818,0.347437283,0.033389045
1567,0.344493271,0.17769931,0.449871465,778,0.208471868,0.6887659420000001,0.068983686,0.159357399,0.13941063199999998,0.296227642
1572,0.275501887,0.166378481,0.428918591,823,0.212324335,0.685579273,0.057943844,0.114319991,0.15005248599999998,0.22515597399999998
1574,0.14867541,0.087729771,0.302168022,738,0.21835792899999998,0.683138348,0.07836781599999999,0.158136743,0.19238739600000002,0.377017628
1576,0.285505196,0.17291692600000003,0.386329866,1346,0.230708568,0.664397605,0.126508115,0.135729755,0.18382294600000001,0.148873372
1583,0.48333373399999996,0.213530393,0.606811146,323,0.23571825100000002,0.646648065,0.10982555599999999,0.061358058,0.20587799,0.059851197
4966,0.21956503100000002,0.137316355,0.39643347100000004,729,0.23565848600000003,0.645596289,0.098843881,0.11219175599999999,0.169331987,0.133662004
4972,0.227684103,0.12273674400000001,0.461049285,629,0.252324508,0.656350168,0.133623259,0.18102046100000002,0.19506838899999998,0.066771151
4981,0.123773565,0.073896878,0.270457698,721,0.230394442,0.6348653470000001,0.092066301,0.136565197,0.145456418,0.19890218699999998
5013,0.31784727100000004,0.160269243,0.477929985,657,0.24134054100000002,0.660155901,0.136100925,0.170878074,0.193085745,0.053870902000000005
5027,0.181075359,0.11228380800000001,0.333333333,435,0.23314373100000002,0.652232591,0.089051651,0.155050413,0.19342416899999998,0.183698467
5030,0.614472377,0.273486629,0.73943662,568,0.214507703,0.675086333,0.056166497,0.078551175,0.174383172,0.021501576
5032,0.339107603,0.166783872,0.577464789,355,0.272846998,0.612603275,0.085080034,0.11687365300000001,0.233847499,0.026050801000000002
5036,0.164041052,0.08707980800000001,0.405034325,437,0.271006207,0.632709482,0.104266174,0.21636973199999998,0.229860965,0.031995422
5082,0.193551776,0.115768413,0.38601036299999997,772,0.22494218100000002,0.677608577,0.10212231699999999,0.10621849800000001,0.18151958,0.15960523199999999
5096,0.185926791,0.09792994,0.356902357,594,0.240883017,0.651310445,0.09914460900000001,0.140600584,0.165171928,0.136009846
5116,0.45511079600000004,0.243604122,0.575284091,704,0.236318665,0.661171171,0.109948122,0.132177499,0.162753167,0.033161837
5122,0.19930045100000002,0.124900555,0.333333333,594,0.23216024100000002,0.648244571,0.092467088,0.113888686,0.186930335,0.17181856899999998
5130,0.10985853,0.066683845,0.301769912,2260,0.18653633600000002,0.723990322,0.071362722,0.126054806,0.088405951,0.396050083
5163,0.10217594199999999,0.128895196,0.0,2,0.440870173,0.403309388,0.060808049,0.0,0.8374023159999999,0.003639566
5166,0.21807307899999998,0.137109984,0.38297872299999997,282,0.264823531,0.660935094,0.195859607,0.084803288,0.235284577,0.046780706
5176,0.23176836899999997,0.11617997599999999,0.436830835,467,0.23955047100000001,0.674351329,0.114264042,0.175453468,0.190551699,0.11131407300000001
5179,0.604731371,0.29102590899999997,0.751101322,454,0.229887827,0.694658563,0.05136667599999999,0.048029722999999996,0.194267142,0.006445483
5202,0.247131591,0.155485031,0.39,900,0.206380746,0.655826494,0.12014426,0.134951024,0.139467442,0.18277459399999998
5205,0.13317494400000002,0.07134049,0.306101344,967,0.200346098,0.658339121,0.066760088,0.128001223,0.116491002,0.399198008
5208,0.155000774,0.09475253199999999,0.315270936,1624,0.194753733,0.6946647,0.074465476,0.13724101,0.11216252300000001,0.34605275
5209,0.149700874,0.086873586,0.353125,320,0.212971479,0.662488734,0.121499639,0.145667005,0.151796882,0.262110805
5213,0.192536525,0.106200589,0.399631676,543,0.246324903,0.659860776,0.172729209,0.19350583300000002,0.183265701,0.067401845
5245,0.227341022,0.123859297,0.385297845,789,0.240333817,0.651781764,0.114823138,0.170527055,0.167129188,0.112753332
5347,0.129565601,0.07722919,0.311918063,1074,0.197417578,0.691689801,0.097774786,0.118920359,0.11085388800000001,0.31346022
5354,0.159164795,0.08936187300000001,0.317525773,485,0.236477331,0.617137416,0.082968357,0.138630665,0.17790888300000002,0.198234785
5407,0.145641943,0.10381445199999999,0.304473304,693,0.226528896,0.6536736999999999,0.149292651,0.16748544099999998,0.15073603800000002,0.153309802
5409,0.08468339,0.050353159,0.264325323,541,0.253115031,0.65123543,0.05686523,0.12335288800000001,0.214407928,0.171807547
5419,0.33921507100000003,0.16867064,0.5089514070000001,391,0.259635501,0.643909545,0.137602753,0.095883951,0.22605264600000002,0.019698593
5422,0.308806851,0.19232481,0.39399744600000003,1566,0.213902483,0.670327589,0.10025742300000001,0.158120281,0.213309981,0.25566825
5429,0.24817263,0.140802957,0.463048499,866,0.199191128,0.71813694,0.112060083,0.124746724,0.118594769,0.17228368300000002
5433,0.259791055,0.15884083699999998,0.451708767,673,0.22762801300000002,0.674721839,0.084212101,0.139056389,0.159292139,0.161221543
5442,0.20540938399999997,0.12087486300000001,0.430025445,393,0.24704581899999997,0.655939817,0.101013735,0.224313542,0.19434465,0.06290376
5444,0.315670553,0.151058714,0.528,500,0.250015048,0.654669314,0.15779835,0.159968489,0.207774669,0.039258482000000004
5453,0.221344703,0.146905229,0.35513245,1208,0.22594263899999997,0.6347832520000001,0.122801936,0.16540201300000001,0.135010952,0.126397187
5459,0.246424945,0.125027791,0.39155470200000003,1042,0.23650563,0.661278264,0.093384215,0.129569923,0.152973105,0.134580579
5460,0.14316040800000002,0.087240974,0.240963855,498,0.23023631600000002,0.615038714,0.14313457599999999,0.21346897899999998,0.138762788,0.184285476
5468,0.299335285,0.167368256,0.46153846200000004,845,0.236640999,0.6711211909999999,0.052728979,0.10629635400000001,0.167344276,0.069548623
5469,0.133419009,0.08686676,0.29161290300000003,775,0.255888243,0.5833531279999999,0.091442636,0.13903023,0.167719051,0.11799518099999999
5471,0.099231901,0.055995852,0.265684211,2375,0.202724168,0.6838408690000001,0.083780509,0.127172329,0.104585052,0.325993982
5482,0.137267,0.083510725,0.315696649,567,0.257619541,0.62659723,0.120071366,0.138302235,0.168869987,0.066308811
5527,0.21503693699999998,0.124847224,0.369399831,1183,0.207264213,0.6789365509999999,0.09358793900000001,0.152864441,0.123347605,0.167265726
5529,0.306054168,0.16987201300000002,0.43542435399999996,813,0.23483765899999998,0.661694329,0.108376098,0.105113195,0.15965407,0.09155030300000001
5535,0.118645059,0.064500885,0.288607595,395,0.206812198,0.652062762,0.10264711900000001,0.141562146,0.145435839,0.239940653
5567,0.12371070599999999,0.086325695,0.299707602,684,0.238314052,0.625916656,0.11480352,0.243309128,0.16724346,0.136398243
5574,0.09683209,0.042542993,0.24048442899999997,578,0.18764687300000002,0.6919253890000001,0.005074724,0.110952472,0.097896253,0.495894675
5583,0.25422801,0.15714325,0.369983949,1246,0.226880492,0.656420005,0.11356134300000001,0.210357312,0.144215795,0.157957044
5593,0.102341388,0.065992297,0.26697429100000003,1517,0.215456698,0.642960552,0.09304743800000001,0.143419942,0.132604757,0.260763052
5599,0.103957246,0.059366095,0.28824833699999997,1804,0.179435325,0.721054787,0.075734427,0.105154064,0.090655471,0.435123177
5628,0.18761164600000002,0.113931134,0.33474576300000003,944,0.22725688300000002,0.655787662,0.074545951,0.10384786,0.147147473,0.26158097
5638,0.111125114,0.07898329,0.290622098,1077,0.196688353,0.684889648,0.087989087,0.11588999,0.11787053800000001,0.36406650399999996
5656,0.311057667,0.174622692,0.48411215,535,0.241279005,0.666718336,0.128752792,0.154570385,0.155148164,0.05003029
5657,0.169478501,0.12320376,0.324675325,924,0.228804418,0.65859261,0.159675072,0.147774087,0.139127774,0.20190735
5660,0.161969664,0.073881547,0.424242424,198,0.266539093,0.642283398,0.077078875,0.194119199,0.24673864199999998,0.030221715
5663,0.18898541300000002,0.125889281,0.318471338,628,0.231554007,0.63237248,0.056937882999999995,0.15152698,0.15967859,0.149223514
5673,0.076239486,0.055840087000000004,0.253649635,548,0.20992724399999999,0.66916798,0.055507173,0.07097246,0.120364545,0.28573791
5683,0.22643987100000001,0.12341494900000001,0.37592137600000003,814,0.22134043399999997,0.645758067,0.087460187,0.17780958,0.158827658,0.261803024
5687,0.103284094,0.063858437,0.282593857,1465,0.192288921,0.6890573609999999,0.055893108,0.099877972,0.103421342,0.429490818
5711,0.204331125,0.118037555,0.346679688,1024,0.229611768,0.641196029,0.114686972,0.138865249,0.142609776,0.142993889
5744,0.175248492,0.10928845599999999,0.344262295,244,0.264436141,0.6435346479999999,0.080338655,0.12912370199999998,0.176659237,0.090599496
5752,0.245048093,0.12916782699999999,0.43276283600000004,409,0.23374436,0.6621715779999999,0.056449929,0.164722128,0.19266049100000002,0.253419666
5753,0.161022666,0.097487095,0.345574955,1661,0.199391111,0.6966446999999999,0.105777435,0.138036753,0.116080091,0.28948569
5760,0.11606606800000001,0.073844064,0.28820116100000004,517,0.226888082,0.66230541,0.083818595,0.114989193,0.19531738399999998,0.293094138
5767,0.17508645899999997,0.103879875,0.326102169,1429,0.22194501100000003,0.650600362,0.107738985,0.138510513,0.134906879,0.18947751399999999
5774,0.49093437,0.284189026,0.561247216,449,0.215838112,0.6910586679999999,0.108147146,0.081661162,0.148566737,0.0622683
5778,0.109596722,0.07667499,0.304511278,1330,0.199202555,0.693966407,0.094924442,0.089401588,0.108703052,0.351852283
5781,0.189479692,0.11648858699999999,0.351393189,646,0.22595393600000002,0.65334106,0.152354233,0.157437221,0.151558997,0.20012807800000001
5785,0.285375555,0.13172328,0.39205955299999995,403,0.239411005,0.644762968,0.090116421,0.142808468,0.16365875900000001,0.17902212399999998
5810,0.158223465,0.087936574,0.35506241299999997,721,0.22303467100000002,0.6496692239999999,0.075719186,0.132277449,0.138910116,0.20213662699999999
5853,0.132698739,0.086565733,0.294832827,329,0.283736366,0.617993542,0.160326934,0.209247403,0.26613815399999996,0.068171572
5859,0.223649436,0.126795777,0.34981458600000004,809,0.23143396100000002,0.652810646,0.084229629,0.10255642599999999,0.159313233,0.133609413
5863,0.231486451,0.14283689,0.345679012,648,0.247396648,0.604264459,0.10803329800000001,0.11442419699999999,0.17510804100000002,0.095443136
5870,0.544828989,0.28830966399999997,0.64305949,353,0.24976136300000001,0.660857621,0.086472163,0.115370369,0.217487248,0.009238593
5894,0.32555987399999997,0.159911852,0.478737997,729,0.22555595899999997,0.6690606379999999,0.10127170099999999,0.096168639,0.18260083300000002,0.10677800800000001
5899,0.338585505,0.159660184,0.4,295,0.257648103,0.62657888,0.078884177,0.130441375,0.21448391,0.054128987
5919,0.080170779,0.043134279000000005,0.23062381899999998,1058,0.20790874399999998,0.6602220089999999,0.050576324000000006,0.089007394,0.15168051300000002,0.488551536
5922,0.19772585,0.11044839699999999,0.386189258,391,0.283043079,0.627677137,0.12597302900000001,0.115533043,0.231374655,0.041916768
5942,0.146647894,0.079316921,0.359447005,651,0.251907504,0.644795201,0.144515039,0.14682150300000002,0.18489380800000002,0.09387862400000001
5950,0.16938547399999998,0.10968147800000001,0.345005149,971,0.23958952100000003,0.6522986,0.129098675,0.15813645,0.15849722800000002,0.120864969
5976,0.313857348,0.177650074,0.486880466,343,0.22436788600000002,0.670658503,0.124299305,0.148806636,0.17353839699999998,0.069652834
5984,0.13565508,0.094019092,0.307045216,951,0.199779796,0.673897935,0.081930789,0.20057746699999998,0.12283939199999999,0.352295949
