itest_id,aveknow,avecarelessness,avecorrect,numactions,averesbored,averesengcon,averesconf,averesfrust,averesofftask,averesgaming,actioncount,bottomhint,correct,correctrate,filedin,frhrate,frscaffoldh,hint,hintrate,scaffold,timeover80,timeover80rate,timetaken,timetohint,workinschoolrate,wrong,wrongrate,actioncount_M,bottomhint_M,correct_M,correctrate_M,filedin_M,frhrate_M,frscaffoldh_M,hint_M,hintrate_M,scaffold_M,timeover80_M,timeover80rate_M,timetaken_M,timetohint_M,workinschoolrate_M,wrong_M,wrongrate_M,actioncount_H,bottomhint_H,correct_H,correctrate_H,filedin_H,frhrate_H,frscaffoldh_H,hint_H,hintrate_H,scaffold_H,timeover80_H,timeover80rate_H,timetaken_H,timetohint_H,workinschoolrate_H,wrong_H,wrongrate_H,actioncount_E,bottomhint_E,correct_E,correctrate_E,filedin_E,frhrate_E,frscaffoldh_E,hint_E,hintrate_E,scaffold_E,timeover80_E,timeover80rate_E,timetaken_E,timetohint_E,workinschoolrate_E,wrong_E,wrongrate_E,average_questions_by_day,average_questions_by_mon,counts_day_answer,counts_mon_answer,std_questions_by_day,std_questions_by_mon,average_questions_by_day_M,average_questions_by_mon_M,counts_day_answer_M,counts_mon_answer_M,std_questions_by_day_M,std_questions_by_mon_M,average_questions_by_day_H,average_questions_by_mon_H,counts_day_answer_H,counts_mon_answer_H,std_questions_by_day_H,std_questions_by_mon_H,average_questions_by_day_E,average_questions_by_mon_E,counts_day_answer_E,counts_mon_answer_E,std_questions_by_day_E,std_questions_by_mon_E,wrong_and_over80,wrong_and_over80_M,wrong_and_over80_H,wrong_and_over80_E
1266,0.3365715970000001,0.169329389,0.578947368,285,0.259883883,0.652280984,0.145704121,0.060074498,0.2364722,0.014659047,1.4766839378238341,0.010362694300518135,0.8549222797927462,0.7223190453760402,0.0,0.4532344167059193,0.48612027005809383,0.13471502590673576,0.06656460982885853,0.8186528497409327,0.24870466321243523,0.18374941121055113,69.32124352961144,6.145077715440414,0.8562176165803109,0.48704663212435234,0.21111634479510125,1.4827586206896552,0.0,0.8620689655172413,0.7557471264367817,0.0,0.4971264367816091,0.5344827586206896,0.08620689655172414,0.05919540229885058,0.9655172413793104,0.2413793103448276,0.19482758620689655,75.36206894629309,4.068965504827586,0.9741379310344828,0.5344827586206896,0.18505747126436783,1.8636363636363635,0.045454545454545456,0.9090909090909091,0.706232782369146,0.0,0.4350206611570248,0.47320936639118455,0.29545454545454547,0.07568870523415978,0.8636363636363636,0.3181818181818182,0.15144628099173554,85.02272728129545,11.340909063636362,0.8409090909090909,0.6590909090909091,0.2180785123966942,1.2857142857142858,0.0,0.8095238095238095,0.6964285714285715,0.0,0.44642857142857145,0.4642857142857143,0.09523809523809523,0.07242063492063491,0.7023809523809523,0.21428571428571427,0.18452380952380953,56.404761919202386,5.452380964285715,0.7708333333333334,0.38095238095238093,0.23115079365079363,32.166666666666664,38.6,6,5,13.347908700117284,24.06865181101758,9.666666666666666,11.6,6.0,5.0,9.521904571390467,10.014988766843425,8.8,11.0,5.0,4.0,2.4899799195977463,4.242640687119285,14.0,16.8,6.0,5.0,10.315037566582102,17.92205345377588,0.07772020725388601,0.05172413793103448,0.09090909090909091,0.09523809523809523
1272,0.195821122,0.110499883,0.457142857,210,0.264164372,0.6525615929999999,0.107999387,0.197230745,0.216678926,0.043813766,1.8103448275862069,0.0,0.8275862068965517,0.5837233169129722,0.0,0.36389573070607556,0.5157019704433498,0.034482758620689655,0.008415435139573069,1.0603448275862069,0.29310344827586204,0.19622331691297207,90.86206898456032,10.387931026060345,1.0,0.9482758620689655,0.4078612479474549,1.9772727272727273,0.0,0.8636363636363636,0.636038961038961,0.0,0.5167207792207793,0.7467532467532468,0.0,0.0,1.7045454545454546,0.18181818181818182,0.08279220779220779,79.38636365902273,-1.0,1.0,1.1136363636363635,0.36396103896103893,1.2941176470588236,0.0,0.7058823529411765,0.5980392156862745,0.0,0.4215686274509804,0.5294117647058824,0.0,0.0,0.8235294117647058,0.35294117647058826,0.3235294117647059,69.17647063152943,-1.0,1.0,0.5882352941176471,0.40196078431372545,1.8363636363636364,0.0,0.8363636363636363,0.5374458874458875,0.0,0.2238095238095238,0.32662337662337665,0.07272727272727272,0.017748917748917747,0.6181818181818182,0.36363636363636365,0.24761904761904766,106.74545455410912,23.018181800418184,1.0,0.9272727272727272,0.44480519480519476,29.0,38.666666666666664,4,3,10.739335795724674,30.74627348693388,11.0,14.666666666666666,4.0,3.0,12.987173159185438,14.189197769195175,4.25,5.666666666666667,4.0,3.0,3.2015621187164243,4.163331998932265,13.75,18.333333333333332,4.0,3.0,10.436314802968846,15.275252316519467,0.08620689655172414,0.022727272727272728,0.11764705882352941,0.12727272727272726
1277,0.269804143,0.084271527,0.672727273,55,0.308068009,0.596485544,0.063116516,0.041895409,0.472209934,0.005346654,1.4102564102564104,0.0,0.9487179487179487,0.8158119658119658,0.0,0.1452991452991453,0.20512820512820512,0.07692307692307693,0.01282051282051282,0.3333333333333333,0.5641025641025641,0.4354700854700855,154.17948717243593,-0.07692307692307693,1.0,0.38461538461538464,0.17136752136752134,1.0625,0.0,0.9375,0.90625,0.0,0.15625,0.1875,0.0,0.0,0.25,0.5,0.5,114.50000011,-1.0,1.0,0.125,0.09375,1.625,0.0,1.0,0.7375,0.0,0.1875,0.25,0.0,0.0,0.375,0.5,0.3,148.125000000625,-1.0,1.0,0.625,0.2625,1.9090909090909092,0.0,0.9090909090909091,0.6742424242424242,0.0,0.1515151515151515,0.2727272727272727,0.2727272727272727,0.045454545454545456,0.5454545454545454,0.8181818181818182,0.5075757575757576,243.7272726072727,2.272727272727273,1.0,0.7272727272727273,0.2803030303030303,19.5,39.0,2,1,13.435028842544403,,8.0,16.0,2.0,1.0,8.48528137423857,,8.0,8.0,1.0,1.0,,,5.5,11.0,2.0,1.0,2.1213203435596424,,0.02564102564102564,0.0,0.0,0.09090909090909091
1282,0.072507162,0.069494716,0.302325581,86,0.31433507,0.596068694,0.177228893,0.08635620599999999,0.410456904,0.056181839,2.606060606060606,0.2727272727272727,0.7878787878787878,0.40892255892255897,0.0,0.28484848484848485,0.38636363636363635,0.7575757575757576,0.2035353535353535,0.7272727272727273,0.48484848484848486,0.2398989898989899,168.84848485054547,64.15151509169698,1.0,1.0606060606060606,0.3875420875420875,1.5,0.0,0.5,0.25,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,42.9999998815,17.99999988,1.0,0.5,0.25,2.5,0.3333333333333333,0.6666666666666666,0.34722222222222227,0.0,0.3888888888888889,0.625,1.0,0.2916666666666667,1.1666666666666667,1.0,0.5416666666666666,397.8333332996667,157.49999996,1.0,0.8333333333333334,0.3611111111111111,3.3846153846153846,0.46153846153846156,0.8461538461538461,0.40341880341880343,0.0,0.1717948717948718,0.15384615384615385,1.2307692307692308,0.2538461538461539,0.23076923076923078,0.6153846153846154,0.20512820512820512,176.5384615099231,84.53846138661538,1.0,1.3076923076923077,0.34273504273504274,8.25,11.0,4,3,8.139410298049853,7.54983443527075,1.0,1.0,2.0,2.0,0.0,0.0,2.0,3.0,3.0,2.0,1.0,1.4142135623730951,6.5,6.5,2.0,2.0,7.7781745930520225,7.7781745930520225,0.12121212121212122,0.0,0.3333333333333333,0.0
1287,0.130726406,0.095791955,0.276595745,846,0.209049452,0.65626884,0.138161729,0.140562487,0.119336195,0.225970241,3.180451127819549,0.15789473684210525,0.8796992481203008,0.4551258839322748,0.041353383458646614,0.34258875001356215,0.5360275689223059,1.105263157894737,0.22239212333197297,1.1353383458646618,0.10526315789473684,0.05451127819548872,51.18045113580074,13.022556413729326,1.0,1.1954887218045114,0.3224819927357522,3.1773049645390072,0.1773049645390071,0.8439716312056738,0.44774185625249474,0.06382978723404255,0.3607370564817373,0.5673758865248227,1.1702127659574468,0.2438288661692917,1.2340425531914894,0.12056737588652482,0.06264775413711583,54.361702137404265,14.992907835375883,1.0,1.1631205673758864,0.30842927757821376,3.5348837209302326,0.13953488372093023,0.9069767441860465,0.4521963824289406,0.023255813953488372,0.3386304909560724,0.4903100775193798,1.0930232558139534,0.19651162790697674,1.2093023255813953,0.09302325581395349,0.05426356589147286,52.32558139923256,7.90697674427907,1.0,1.5348837209302326,0.35129198966408265,3.673469387755102,0.1836734693877551,0.9591836734693877,0.3924064314370436,0.02040816326530612,0.3321914480077745,0.5612244897959183,1.4285714285714286,0.2782362761954599,1.0612244897959184,0.10204081632653061,0.05442176870748299,51.87755102655101,16.346938801183672,1.0,1.2857142857142858,0.32935729236749645,26.6,33.25,10,8,15.421485733295034,21.325705481547715,14.1,17.625,10.0,8.0,9.194805296712076,9.98480989160177,4.777777777777778,6.142857142857143,9.0,7.0,2.8185890875479607,3.38765264987284,5.444444444444445,7.0,9.0,7.0,5.703312877422891,7.211102550927978,0.05639097744360902,0.03546099290780142,0.13953488372093023,0.08163265306122448
1294,0.251887452,0.15918037599999998,0.35406698600000003,1254,0.231376459,0.66281523,0.100776677,0.15108954800000002,0.147608989,0.127026138,2.49800796812749,0.13147410358565736,0.8844621513944223,0.5473817575024512,0.14143426294820718,0.4133329724437098,0.5600265604249669,0.8047808764940239,0.1891529979340603,0.9382470119521913,0.10557768924302789,0.056657889514737964,53.60756972235055,7.621513944635457,1.0,0.8087649402390438,0.2634652445634886,2.265873015873016,0.09523809523809523,0.8849206349206349,0.560518780161637,0.19047619047619047,0.39696057910343613,0.523148148148148,0.5833333333333334,0.16775103203674635,0.8650793650793651,0.15079365079365079,0.08611111111111111,55.55158728916268,6.246031748904762,1.0,0.7976190476190477,0.27173018780161634,2.9098360655737703,0.21311475409836064,0.8524590163934426,0.5203122560499612,0.11475409836065574,0.4796821807675399,0.6049180327868853,1.3770491803278688,0.26691427315226074,0.9016393442622951,0.08196721311475409,0.04547390239306576,58.54918032587705,12.590163940344263,1.0,0.680327868852459,0.2127734707977783,2.857142857142857,0.15873015873015872,0.9523809523809523,0.5226898166674077,0.1111111111111111,0.41498154817482547,0.6349206349206349,0.9206349206349206,0.2014917077942288,1.126984126984127,0.015873015873015872,0.001763668430335097,45.936507997,6.1587301777460315,1.0,0.9841269841269841,0.27581847553836353,45.63636363636363,71.71428571428571,11,7,16.65096229815399,25.545477654008128,22.90909090909091,36.0,11.0,7.0,10.387054880518784,21.602468994692867,11.090909090909092,17.428571428571427,11.0,7.0,8.8255826488062,9.536895771286428,5.7272727272727275,9.0,11.0,7.0,4.383854675759887,5.916079783099615,0.027888446215139442,0.03968253968253968,0.02459016393442623,0.0
1295,0.134641667,0.100379569,0.353191489,235,0.286582909,0.6253893460000001,0.132554408,0.231188444,0.261217487,0.043328758,2.5268817204301075,0.0967741935483871,0.8924731182795699,0.5279406972955359,0.0,0.18923101987618116,0.3084677419354839,0.4838709677419355,0.0908642880417074,0.8602150537634409,0.34408602150537637,0.17766373411534703,135.87096774202152,14.33333334660215,1.0,1.1505376344086022,0.3811950146627567,4.7,0.1,1.3,0.3416666666666667,0.0,0.375,0.66875,0.8,0.11041666666666665,2.9,0.8,0.20416666666666666,336.50000014249997,52.999999996,1.0,2.6,0.5479166666666667,2.0,0.0,0.7,0.55,0.0,0.37499999999999994,0.4,0.5,0.175,0.8,0.6,0.2833333333333333,190.2000000722,39.699999956,1.0,0.8,0.275,2.5,0.13793103448275862,0.8793103448275862,0.5433646812957158,0.0,0.11089341692789967,0.20689655172413793,0.5344827586206896,0.08786572622779519,0.5517241379310345,0.22413793103448276,0.12323667711598746,96.08620686644825,7.017241413000001,1.0,1.0862068965517242,0.36876959247648905,15.5,18.6,6,5,7.422937423958254,14.010710188994704,3.3333333333333335,3.3333333333333335,3.0,3.0,2.0816659994661326,2.0816659994661326,3.3333333333333335,3.3333333333333335,3.0,3.0,2.0816659994661326,2.0816659994661326,11.6,14.5,5.0,4.0,5.727128425310541,13.32916601542147,0.0967741935483871,0.1,0.3,0.06896551724137931
1301,0.093135465,0.050421731,0.33771929799999995,228,0.30919543,0.607985798,0.144488285,0.155310746,0.26154884,0.006596091,2.303030303030303,0.0707070707070707,0.7777777777777778,0.49334215167548506,0.0,0.4559684143017477,0.6438832772166105,0.5757575757575758,0.16135161135161138,1.3131313131313131,0.3333333333333333,0.1790604457271124,121.62626262345455,41.797979804343434,1.0,0.9494949494949495,0.3453062369729036,1.8235294117647058,0.058823529411764705,0.7647058823529411,0.5558823529411764,0.0,0.6147058823529411,0.7647058823529411,0.5294117647058824,0.1823529411764706,1.1176470588235294,0.23529411764705882,0.14705882352941177,75.11764703529411,22.647058797764704,1.0,0.5294117647058824,0.26176470588235295,3.5185185185185186,0.14814814814814814,0.8148148148148148,0.4407113462669019,0.0,0.49009406231628455,0.7683127572016462,1.0740740740740742,0.1873015873015873,2.259259259259259,0.5185185185185185,0.15038212815990593,222.66666661711113,94.03703706592593,1.0,1.6296296296296295,0.3719870664315109,1.8545454545454545,0.03636363636363636,0.7636363636363637,0.4998484848484847,0.0,0.39015151515151514,0.5454545454545454,0.34545454545454546,0.1421212121212121,0.9090909090909091,0.2727272727272727,0.20303030303030306,86.40000002654546,22.072727277963633,1.0,0.7454545454545455,0.3580303030303031,24.75,24.75,4,4,8.0156097709407,8.0156097709407,5.666666666666667,5.666666666666667,3.0,3.0,2.3094010767585034,2.3094010767585034,6.75,6.75,4.0,4.0,5.560275772537426,5.560275772537426,18.333333333333332,18.333333333333332,3.0,3.0,17.009801096230763,17.009801096230763,0.1111111111111111,0.11764705882352941,0.1111111111111111,0.10909090909090909
1305,0.20745862,0.128230382,0.396396396,555,0.244072949,0.657117293,0.104299322,0.110147224,0.2041435,0.082208802,2.142857142857143,0.0888030888030888,0.8494208494208494,0.5923641555784415,0.09652509652509653,0.45044774937632087,0.5921879493308064,0.6216216216216216,0.15638141780998924,0.972972972972973,0.1776061776061776,0.10936499686499686,63.15057915094977,13.833976837054053,1.0,0.6718146718146718,0.25125442661156944,2.344155844155844,0.11038961038961038,0.8701298701298701,0.5945588304192201,0.15584415584415584,0.41919292648188755,0.5951865594722737,0.7337662337662337,0.15960434587057964,1.0324675324675325,0.18831168831168832,0.11687409812409809,63.60389612424026,14.597402608435063,1.0,0.7402597402597403,0.24583682371020035,1.6545454545454545,0.05454545454545454,0.7454545454545455,0.5642424242424242,0.01818181818181818,0.45060606060606057,0.4909090909090909,0.4909090909090909,0.195,0.6545454545454545,0.16363636363636364,0.12272727272727273,70.58181817761817,16.072727251563638,1.0,0.41818181818181815,0.24075757575757575,2.526315789473684,0.05263157894736842,1.0,0.6312415654520918,0.0,0.569838056680162,0.669365721997301,0.5789473684210527,0.10256410256410256,1.1578947368421053,0.21052631578947367,0.10931174089068825,69.21052626752632,12.842105238,1.0,0.9473684210526315,0.26619433198380565,32.375,43.166666666666664,8,6,8.416607731995457,21.1510441034637,19.25,25.666666666666668,8.0,6.0,9.794313218831192,14.54189350348388,6.875,9.166666666666666,8.0,6.0,4.323936698360485,6.997618642557386,3.1666666666666665,3.8,6.0,5.0,1.4719601443879744,3.492849839314596,0.05019305019305019,0.05194805194805195,0.05454545454545454,0.10526315789473684
1309,0.072397361,0.034056365,0.40397351,151,0.295260259,0.671316638,0.15240784,0.049811533,0.355351441,0.12996123,1.986842105263158,0.05263157894736842,0.8026315789473685,0.4906798245614036,0.0,0.4233552631578947,0.587171052631579,0.34210526315789475,0.15745614035087718,1.236842105263158,0.6447368421052632,0.393640350877193,220.2105263217368,22.026315784802634,1.0,0.8421052631578947,0.35186403508771924,1.6,0.0,0.9333333333333333,0.6666666666666666,0.0,0.33888888888888885,0.38333333333333336,0.2,0.12222222222222222,0.6666666666666666,0.9333333333333333,0.638888888888889,242.86666663853333,3.0666666505333335,1.0,0.4666666666666667,0.2111111111111111,2.3846153846153846,0.0,0.7692307692307693,0.48653846153846153,0.0,0.4096153846153846,0.6826923076923077,0.15384615384615385,0.019230769230769232,1.9230769230769231,0.38461538461538464,0.15,144.07692309246153,19.153846153846153,1.0,1.4615384615384615,0.4942307692307692,1.9361702127659575,0.0851063829787234,0.7659574468085106,0.44184397163120565,0.0,0.4631205673758865,0.6382978723404256,0.425531914893617,0.20602836879432623,1.2553191489361701,0.5957446808510638,0.38262411347517733,226.4042553291277,19.297872343914896,1.0,0.7446808510638298,0.3521276595744681,9.5,12.666666666666666,8,6,4.242640687119285,6.831300510639733,3.75,5.0,4.0,3.0,1.707825127659933,4.358898943540674,6.5,6.5,2.0,2.0,3.5355339059327378,3.5355339059327378,5.875,7.833333333333333,8.0,6.0,5.19443383412888,4.9966655548141965,0.11842105263157894,0.2,0.0,0.1276595744680851
1313,0.08001589099999999,0.04718377,0.253036437,1482,0.202507618,0.672964749,0.049311378,0.112478708,0.122113558,0.375753502,3.3529411764705883,0.36425339366515835,0.8484162895927602,0.32515865042448777,0.05429864253393665,0.367736178477129,0.6787242332830568,1.911764705882353,0.4903442478838405,1.0180995475113122,0.11085972850678733,0.04413730060788883,52.325791854391404,14.291855194653838,1.0,0.5927601809954751,0.18449710169167188,3.2780082987551866,0.36099585062240663,0.8174273858921162,0.31698445629980904,0.0912863070539419,0.38821723458652924,0.6754840940525587,1.8713692946058091,0.507568273128439,1.0,0.0954356846473029,0.032918395573997235,49.763485466639025,11.278008274219914,1.0,0.5892116182572614,0.17544727057175197,3.522727272727273,0.4090909090909091,0.8636363636363636,0.3132651187196641,0.011363636363636364,0.36649973763610116,0.6614141414141415,2.147727272727273,0.531377738423193,0.9090909090909091,0.2159090909090909,0.09050275482093664,67.42045455929546,27.90909094201136,1.0,0.5113636363636364,0.15535714285714286,3.6486486486486487,0.33783783783783783,0.9459459459459459,0.36003881628881607,0.0,0.35824856449856435,0.7567567567567568,1.9594594594594594,0.41549949674949693,1.3243243243243243,0.08108108108108109,0.042042042042042045,52.90540541818919,12.337837837891895,1.0,0.7432432432432432,0.22446168696168695,36.833333333333336,55.25,12,8,16.146113145180475,33.52930487967631,20.083333333333332,30.125,12.0,8.0,10.604101550672253,21.54356052281052,8.0,12.571428571428571,11.0,7.0,5.272570530585627,7.299706452023552,6.7272727272727275,9.25,11.0,8.0,4.734784241988416,6.158617655657106,0.027149321266968326,0.02074688796680498,0.045454545454545456,0.02702702702702703
1317,0.104579368,0.071129733,0.28064516100000003,1240,0.208275598,0.669657061,0.07898625599999999,0.115998433,0.122691587,0.331333864,3.0392156862745097,0.2818627450980392,0.8529411764705882,0.39643299238887497,0.04656862745098039,0.3182100681181565,0.6083147653000596,1.3161764705882353,0.3008703102453102,1.036764705882353,0.10294117647058823,0.057335434173669465,51.51715687060537,14.987745100196078,1.0,0.8700980392156863,0.30269669736581506,3.2685185185185186,0.28703703703703703,0.8888888888888888,0.37824307893752346,0.06018518518518518,0.28550059122975807,0.6265642536475868,1.375,0.28511704345037675,1.1805555555555556,0.08333333333333333,0.045987654320987656,50.736111121981466,14.342592592356478,1.0,1.0046296296296295,0.33663987761209996,3.103448275862069,0.2988505747126437,0.7701149425287356,0.3584440463750808,0.05747126436781609,0.31333781161367363,0.5500522466039707,1.3793103448275863,0.3255286858735135,0.8620689655172413,0.14942528735632185,0.06658456486042694,63.02298852697701,24.885057476448274,1.0,0.9540229885057471,0.31602726775140566,2.706896551724138,0.29310344827586204,0.8275862068965517,0.43426382047071693,0.0,0.3652983032293377,0.6724137931034483,1.3103448275862069,0.32253694581280795,0.9827586206896551,0.1206896551724138,0.08045977011494251,46.844827573810356,8.293103476999999,1.0,0.5689655172413793,0.24319923371647512,34.0,58.285714285714285,12,7,17.15702877434308,43.660486658282856,18.0,30.857142857142858,12.0,7.0,10.036297759994605,25.393099925167146,7.909090909090909,12.428571428571429,11.0,7.0,3.935849221058791,6.972736021035618,6.444444444444445,9.666666666666666,9.0,6.0,4.719934086168766,9.584710046040342,0.0392156862745098,0.037037037037037035,0.04597701149425287,0.034482758620689655
1320,0.161129792,0.067104439,0.4010416670000001,192,0.296891324,0.629779102,0.17966040100000005,0.069325343,0.316582794,0.039176652,2.0210526315789474,0.05263157894736842,0.8105263157894737,0.5618421052631579,0.0,0.5124481658692186,0.631578947368421,0.3473684210526316,0.1399840510366826,1.231578947368421,0.4631578947368421,0.27443381180223286,128.0736842171579,15.821052621052633,0.9210526315789473,0.8631578947368421,0.2981738437001595,2.1904761904761907,0.07142857142857142,0.7857142857142857,0.5263888888888888,0.0,0.4801406926406926,0.6190476190476191,0.40476190476190477,0.13329725829725828,1.2619047619047619,0.6190476190476191,0.337012987012987,161.76190477690474,19.761904755238096,0.8809523809523809,1.0,0.3403138528138528,2.1818181818181817,0.09090909090909091,0.9090909090909091,0.49999999999999994,0.0,0.36363636363636365,0.6363636363636364,0.6363636363636364,0.16666666666666663,0.9090909090909091,0.8181818181818182,0.393939393939394,198.27272734163637,21.90909093090909,0.9545454545454546,0.6363636363636364,0.3333333333333333,1.775,0.025,0.8,0.6129166666666668,0.0,0.6129166666666668,0.675,0.225,0.14666666666666667,1.35,0.2,0.16458333333333333,76.424999982025,10.849999976,0.95,0.75,0.24041666666666664,15.833333333333334,23.75,6,4,11.321071798494463,10.242883708539635,8.4,10.5,5.0,4.0,5.594640292279746,5.972157622389639,3.6666666666666665,3.6666666666666665,3.0,3.0,1.5275252316519465,1.5275252316519465,8.0,10.0,5.0,4.0,10.173494974687902,10.862780491200215,0.10526315789473684,0.11904761904761904,0.18181818181818182,0.075
1337,0.155655767,0.08878944,0.373015873,126,0.29338532,0.582204741,0.14446103300000002,0.112100689,0.314390905,0.091316126,2.3333333333333335,0.07407407407407407,0.8703703703703703,0.5706548051319293,0.018518518518518517,0.39203582667634956,0.5185185185185185,0.6111111111111112,0.12951464536431856,0.9074074074074074,0.5185185185185185,0.27034616315662063,136.31481480818522,12.648148161018518,1.0,0.8518518518518519,0.2998305495037521,2.0833333333333335,0.027777777777777776,0.8055555555555556,0.5779320987654322,0.027777777777777776,0.4104938271604939,0.5601851851851851,0.3611111111111111,0.05709876543209877,1.0,0.3888888888888889,0.22608024691358025,107.91666664019446,9.36111110388889,1.0,0.9166666666666666,0.36496913580246904,1.5555555555555556,0.0,0.7777777777777778,0.5833333333333334,0.0,0.4166666666666667,0.4444444444444444,0.3333333333333333,0.2777777777777778,0.6666666666666666,0.4444444444444444,0.3333333333333333,152.7777778022222,9.666666693333333,1.0,0.4444444444444444,0.1388888888888889,5.0,0.42857142857142855,1.2857142857142858,0.3942577030812324,0.0,0.234593837535014,0.4047619047619047,2.4285714285714284,0.3483193277310925,0.8571428571428571,1.2857142857142858,0.35140056022408966,246.99999998214284,37.28571438785714,1.0,1.2857142857142858,0.2574229691876751,10.8,10.8,5,5,5.167204273105526,5.167204273105526,7.2,7.2,5.0,5.0,5.263078946776307,5.263078946776307,2.25,2.25,4.0,4.0,1.8929694486000912,1.8929694486000912,1.75,1.75,4.0,4.0,0.5,0.5,0.1111111111111111,0.1388888888888889,0.0,0.14285714285714285
1338,0.165857895,0.105047839,0.327009937,1107,0.215551962,0.667920074,0.07899572099999999,0.171677573,0.136020854,0.303252724,2.753731343283582,0.21641791044776118,0.900497512437811,0.4855516371608512,0.08955223880597014,0.35455187407153577,0.5561774461028193,1.0970149253731343,0.26972628458812103,0.9129353233830846,0.1318407960199005,0.06985185430786373,60.17661692115174,14.800995019492536,1.0,0.7562189054726368,0.244722078251028,2.876237623762376,0.22772277227722773,0.900990099009901,0.44945975800587606,0.1188118811881188,0.333559239382585,0.5383663366336634,1.193069306930693,0.3007908497616678,0.8168316831683168,0.16831683168316833,0.08858777795072739,67.8069306899901,17.63861385337624,1.0,0.7821782178217822,0.24974939223245637,2.71,0.22,0.88,0.49346918767507014,0.09,0.41189775910364146,0.5983333333333334,1.0,0.2544005602240897,1.15,0.07,0.05142857142857142,51.62000000487,11.30999999241,1.0,0.83,0.25213025210084034,2.857142857142857,0.23214285714285715,0.8928571428571429,0.4591978458049885,0.03571428571428571,0.3584325396825396,0.5892857142857143,1.2678571428571428,0.29101473922902493,0.9285714285714286,0.10714285714285714,0.04034863945578231,57.42857143685715,16.732142860928573,1.0,0.6964285714285714,0.2497874149659864,40.2,67.0,10,6,24.74222661317647,42.13786895418419,20.2,33.666666666666664,10.0,6.0,11.360751148875089,16.15755757120075,11.11111111111111,16.666666666666668,9.0,6.0,9.558300639293112,15.081998099279376,7.0,11.2,8.0,5.0,5.0709255283711,5.06951674225463,0.05472636815920398,0.06930693069306931,0.04,0.017857142857142856
1345,0.049320246,0.043868204,0.115384615,52,0.375459654,0.503569653,0.160105641,0.125349577,0.751427043,0.0074367359999999985,6.5,0.125,0.75,0.08812957875457875,0.0,0.23812957875457874,0.6162087912087912,1.375,0.17521749084249083,3.875,1.875,0.4766483516483516,793.6249997947499,257.124999905,1.0,4.375,0.7366529304029303,5.0,0.0,1.0,0.2,0.0,0.2,0.6,1.0,0.2,2.0,0.0,0.0,223.99999951799998,71.99999976,1.0,3.0,0.6,5.666666666666667,0.16666666666666666,0.5,0.058531746031746025,0.0,0.25853174603174606,0.6190476190476191,1.0,0.1490079365079365,4.0,1.6666666666666667,0.5714285714285715,728.1666663596666,306.1666665466667,1.0,4.166666666666667,0.7924603174603174,,,,,,,,,,,,,,,,,,2.6666666666666665,2.6666666666666665,3,3,1.5275252316519465,1.5275252316519465,1.0,1.0,1.0,1.0,,,2.0,2.0,3.0,3.0,1.7320508075688772,1.7320508075688772,,,,,,,0.375,0.0,0.5,
1348,0.136628524,0.096085219,0.279600571,701,0.193185682,0.69353817,0.068272519,0.140583809,0.109916886,0.486377925,2.9208333333333334,0.325,0.8166666666666667,0.43015737734487736,0.11666666666666667,0.3054748376623378,0.5657638888888888,1.5333333333333334,0.36142496392496376,0.7666666666666667,0.09583333333333334,0.071875,43.633333338891674,9.233333336987497,1.0,0.5708333333333333,0.20841765873015874,2.948905109489051,0.31386861313868614,0.8394160583941606,0.43864900306506166,0.15328467153284672,0.3249020444275919,0.586374695863747,1.532846715328467,0.3710746674250324,0.7883211678832117,0.10218978102189781,0.0754257907542579,43.98540146683212,11.970802926313867,1.0,0.5766423357664233,0.19027632950990617,3.608695652173913,0.45652173913043476,0.717391304347826,0.332815734989648,0.13043478260869565,0.3254140786749482,0.575,2.130434782608696,0.43162525879917185,0.9130434782608695,0.08695652173913043,0.05797101449275362,38.173913053130434,9.673913021891304,1.0,0.7608695652173914,0.2355590062111801,2.2903225806451615,0.1935483870967742,0.8064516129032258,0.45591397849462356,0.03225806451612903,0.32688172043010755,0.6129032258064516,1.032258064516129,0.27795698924731177,0.7419354838709677,0.06451612903225806,0.06451612903225806,46.29032259367742,2.2258064902580648,1.0,0.45161290322580644,0.2661290322580645,26.666666666666668,40.0,9,6,14.7648230602334,23.20344801963708,15.222222222222221,22.833333333333332,9.0,6.0,10.401655851086616,9.152413160837238,5.75,9.2,8.0,5.0,3.615443067098218,6.610597552415364,5.166666666666667,7.75,6.0,4.0,4.215052391924289,8.341662504161466,0.075,0.06569343065693431,0.10869565217391304,0.06451612903225806
