itest_id,aveknow,avecarelessness,avecorrect,numactions,averesbored,averesengcon,averesconf,averesfrust,averesofftask,averesgaming,correctrate,frhrate,frscaffoldh,hintrate,timeover80rate,workinschoolrate,wrongrate,oncebutfail,moreoncebutfail,more80sbutfail,hintbutfail,correctrateless0.5,area_problemid,area_actioncount,area_bottomhint,area_correct,area_correctrate,area_filedin,area_frhrate,area_frscaffoldh,area_hint,area_hintrate,area_scaffold,area_timeover80,area_timeover80rate,area_timetaken,area_workinschoolrate,area_wrong,area_wrongrate,mean_problemid,mean_actioncount,mean_bottomhint,mean_correct,mean_correctrate,mean_filedin,mean_frhrate,mean_frscaffoldh,mean_hint,mean_hintrate,mean_scaffold,mean_timeover80,mean_timeover80rate,mean_timetaken,mean_workinschoolrate,mean_wrong,mean_wrongrate
190,0.510753715,0.235045982,0.709090909,330,0.250685594,0.676984259,0.072317366,0.091461544,0.25356404899999996,0.006531736,0.8004753020611229,0.4274298152096659,0.4680170575692964,0.03317786069651741,0.22364960909737028,1.0,0.16634683724235966,0.12686567164179105,0.0,0.06716417910447761,0.018656716417910446,0.16044776119402984,2300.6153846153848,1.0769230769230769,0.0,0.9230769230769231,0.8846153846153846,0.0,0.38461538461538464,0.38461538461538464,0.0,0.0,0.38461538461538464,0.38461538461538464,0.34615384615384615,76.46153858646154,1.0,0.15384615384615385,0.11538461538461539,2264.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,0.0,0.0
203,0.10322725199999999,0.047708220999999995,0.308964781,1874,0.233485164,0.6604329320000001,0.062674594,0.142092044,0.165236511,0.308131222,0.3973428212732483,0.3180126065144621,0.6452086009228866,0.3384789465275015,0.15241284348609888,1.0,0.26417823219925024,0.1161904761904762,0.06857142857142857,0.09714285714285714,0.06095238095238095,0.6438095238095238,2062.5833333333335,4.5,0.75,0.75,0.14246031746031748,0.0,0.14246031746031748,0.7380952380952381,3.1666666666666665,0.553968253968254,1.0833333333333333,0.3333333333333333,0.11746031746031745,183.41666670941666,1.0,0.5833333333333334,0.30357142857142855,2237.5,3.0,0.5,1.0,0.375,0.0,0.375,1.0,1.5,0.375,1.5,0.0,0.0,48.999999879,1.0,0.5,0.25
224,0.561260426,0.270005023,0.715384615,390,0.28618078,0.6040069889999999,0.051758966,0.183532224,0.311099746,0.0050368209999999995,0.8074318495514147,0.3432108350586611,0.35144927536231885,0.03196888658845181,0.3700971934667587,0.9565217391304348,0.1605992638601334,0.10144927536231883,0.014492753623188406,0.08333333333333333,0.028985507246376805,0.15217391304347827,2580.733333333333,1.8666666666666667,0.0,1.0666666666666667,0.7481481481481481,0.13333333333333333,0.21481481481481482,0.26666666666666666,0.06666666666666667,0.007407407407407407,0.8666666666666667,0.9333333333333333,0.674074074074074,188.200000052,1.0,0.7333333333333333,0.24444444444444444,3522.1,1.2,0.0,1.0,0.9,0.0,0.55,0.6,0.0,0.0,0.7,0.5,0.4,156.0355000202,0.9,0.2,0.1
237,0.17244604100000002,0.063061667,0.4382470120000001,251,0.284884321,0.64298244,0.09743612800000001,0.080696823,0.318139343,0.081812501,0.6090808416389814,0.3599114064230343,0.5171650055370987,0.13289036544850494,0.3985418973791067,1.0,0.2580287929125139,0.16279069767441862,0.007751937984496123,0.11627906976744184,0.02325581395348837,0.4186046511627907,1351.75,1.5,0.0,0.75,0.5833333333333333,0.0,0.3333333333333333,0.5,0.25,0.08333333333333333,0.75,0.5,0.41666666666666663,186.2500000175,1.0,0.5,0.3333333333333333,2260.0,1.6666666666666667,0.0,0.8333333333333334,0.7000000000000001,0.0,0.3666666666666667,0.5,0.16666666666666666,0.03333333333333333,1.0,0.5,0.5,150.49999995666667,1.0,0.6666666666666666,0.26666666666666666
240,0.12672275,0.10342430400000001,0.316476346,613,0.256108188,0.652335256,0.15639186900000002,0.16563876800000002,0.16916408100000002,0.044363703,0.4844008815647469,0.2852662277032025,0.5176552439157481,0.09221673517892004,0.07905889628578704,0.7722088835534213,0.4233823832563328,0.1638655462184874,0.03361344537815126,0.04201680672268908,0.01680672268907563,0.5294117647058824,1387.5,5.125,0.0,0.75,0.21439393939393941,0.0,0.17272727272727273,0.6136363636363636,1.5,0.2598484848484849,3.125,0.75,0.12878787878787878,294.249999925,1.0,2.875,0.5257575757575758,2263.2,1.2,0.0,0.8,0.7,0.0,0.7,0.8,0.0,0.0,1.0,0.4,0.3,47.99999999999999,0.2,0.4,0.3
251,0.214105257,0.100620931,0.440758294,422,0.278758147,0.651875283,0.126533039,0.064278654,0.242030987,0.026601417000000002,0.6222829960386522,0.4789485024779143,0.5644796380090498,0.1421634926159813,0.24509389554638425,1.0,0.2355535113453665,0.17194570135746606,0.013574660633484163,0.08144796380090498,0.07692307692307693,0.3755656108597285,952.5,1.6666666666666667,0.0,0.8333333333333334,0.7000000000000001,0.0,0.3666666666666667,0.5,0.3333333333333333,0.06666666666666667,0.8333333333333334,0.0,0.0,40.666666666000005,1.0,0.5,0.2333333333333333,2264.6666666666665,3.0,0.0,0.8333333333333334,0.5654761904761905,0.0,0.44047619047619047,0.6666666666666666,0.8333333333333334,0.1726190476190476,1.5,0.6666666666666666,0.2738095238095238,157.333333293,1.0,1.3333333333333333,0.2619047619047619
263,0.390923244,0.254016808,0.54950495,202,0.268919009,0.62079776,0.080365172,0.24632606,0.265146137,0.023672641,0.7138404955478126,0.1752226093689508,0.2634146341463415,0.0213511420828494,0.2733836624080526,1.0,0.264808362369338,0.07317073170731707,0.032520325203252036,0.07317073170731707,0.024390243902439025,0.25203252032520324,438.0,1.25,0.0,0.75,0.625,0.0,0.125,0.25,0.0,0.0,0.5,1.25,1.0,173.999999975,1.0,0.5,0.375,2264.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,124.0,1.0,0.0,0.0
268,0.18826698,0.073952182,0.56097561,41,0.34162560200000003,0.599801739,0.08281520099999999,0.02905434,0.542866007,0.057319972999999996,0.6321839080459771,0.6149425287356322,0.6206896551724138,0.14942528735632182,0.557471264367816,1.0,0.2183908045977012,0.20689655172413796,0.0,0.1724137931034483,0.13793103448275862,0.3448275862068966,174.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,305.0000002,1.0,0.0,0.0,2262.5,1.5,0.0,1.0,0.75,0.0,0.5,0.5,0.0,0.0,0.5,1.5,1.0,576.9999997500001,1.0,0.5,0.25
269,0.346406161,0.195707524,0.551252847,439,0.258309797,0.659551134,0.12023623800000001,0.08871942699999999,0.20981566899999998,0.019464027,0.7176444330952846,0.3466176013099388,0.444562693498452,0.045176524327066134,0.18193804711800068,0.9325980392156864,0.23717904257764935,0.13602941176470587,0.007352941176470587,0.04779411764705882,0.018382352941176468,0.2647058823529412,1814.7,1.1,0.0,0.9,0.8,0.0,0.4,0.3,0.1,0.1,0.3,0.1,0.1,45.799999879999994,1.0,0.1,0.1,2264.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.00000024,1.0,0.0,0.0
282,0.4710138,0.254191734,0.613466334,401,0.254219932,0.6518480289999999,0.06382944900000001,0.182679294,0.230848076,0.012647446000000001,0.7753242714996448,0.2739472281449893,0.3115671641791045,0.07801616915422885,0.2172619047619048,0.925639658848614,0.14665955934612654,0.09328358208955224,0.00746268656716418,0.05223880597014925,0.037313432835820885,0.2164179104477612,1545.0,1.3,0.0,0.8,0.6833333333333333,0.0,0.3833333333333333,0.5,0.2,0.08333333333333333,0.6,0.3,0.3,68.1000000701,1.0,0.3,0.2333333333333333,2257.2,1.2,0.0,0.8,0.7,0.0,0.5,0.6,0.0,0.0,0.8,0.6,0.5,108.0000000048,1.0,0.4,0.3
283,0.146352073,0.093224036,0.309661437,1211,0.211405366,0.655710893,0.079307519,0.102919704,0.126860415,0.245489485,0.4863054303388586,0.4205265283361941,0.6281165409696118,0.24995329632217425,0.05670496292742989,1.0,0.26374127333896713,0.17400881057268722,0.039647577092511016,0.03303964757709251,0.07929515418502202,0.5440528634361234,104051210.25,5.125,0.5,0.625,0.1908653846153846,0.0,0.44086538461538466,0.5,3.375,0.5052884615384615,1.25,0.25,0.12980769230769232,65.249999998875,1.0,1.125,0.3038461538461539,104050912.8,2.9,0.3,0.9,0.44833333333333336,0.0,0.44833333333333336,0.9,1.5,0.3616666666666667,1.3,0.1,0.1,44.399999976400004,1.0,0.5,0.19
291,0.109906109,0.058950182000000004,0.27591036399999996,714,0.20292856,0.6762770370000001,0.026767602999999997,0.09931226300000001,0.13390801900000002,0.38727409799999996,0.3555615164520744,0.3700780025887324,0.6809728183118741,0.5336995026909189,0.02721149260848832,1.0,0.1107389808570066,0.1759656652360515,0.04721030042918455,0.012875536480686695,0.14163090128755365,0.7682403433476395,104051197.25,2.25,0.125,0.625,0.2708333333333333,0.0,0.5208333333333333,0.625,1.375,0.5729166666666666,0.75,0.0,0.0,17.874999970125,1.0,0.25,0.15625,104050897.25,3.3125,0.5625,0.8125,0.25416666666666665,0.0,0.37916666666666665,0.875,2.4375,0.6833333333333333,0.8125,0.0,0.0,21.375000000374996,1.0,0.0625,0.0625
295,0.062229643,0.020679071,0.228490832,1418,0.17750783,0.6891646090000001,0.033163108999999996,0.155427037,0.09474078,0.671101143,0.2768266346144452,0.41790844595584975,0.7178329571106095,0.5638371786227317,0.043284424379232515,1.0,0.1593361867628234,0.2144469525959368,0.07223476297968398,0.022573363431151242,0.21896162528216706,0.8058690744920993,2132.7619047619046,4.0,0.7619047619047619,0.8571428571428571,0.18219954648526077,0.0,0.3726757369614513,0.6666666666666666,2.857142857142857,0.6812925170068027,0.9523809523809523,0.19047619047619047,0.06666666666666667,46.952380942809526,1.0,0.2857142857142857,0.13650793650793652,2252.0,3.5,0.7857142857142857,0.6428571428571429,0.175,0.0,0.29999999999999993,0.8571428571428571,2.2142857142857144,0.6142857142857144,1.2142857142857142,0.0,0.0,18.35714284035714,1.0,0.6428571428571429,0.21071428571428572
299,0.193344005,0.124177267,0.39244851299999994,874,0.221647972,0.654010436,0.11319096,0.21052731100000002,0.144921088,0.186946857,0.5786658187669746,0.2504603721111712,0.34187185646723217,0.1299973742680305,0.09749089740589227,1.0,0.29133680696499464,0.10115606936416184,0.04335260115606936,0.05780346820809248,0.060693641618497114,0.4161849710982659,104051024.0,4.333333333333333,0.3333333333333333,0.6666666666666666,0.3636363636363636,0.0,0.3333333333333333,0.3333333333333333,2.6666666666666665,0.24242424242424243,0.3333333333333333,0.6666666666666666,0.3636363636363636,85.33333318766665,1.0,1.0,0.393939393939394,104050643.0,8.0,0.0,1.0,0.125,0.0,0.125,0.0,3.0,0.375,0.0,0.0,0.0,82.999999518,1.0,4.0,0.5
303,0.25634356199999997,0.141790463,0.535135135,185,0.30302934,0.64146283,0.125400705,0.146885895,0.31451265300000003,0.008765585,0.7097727272727273,0.4518939393939394,0.5015909090909091,0.06416666666666666,0.2674242424242424,0.8545454545454545,0.22606060606060605,0.12727272727272726,0.027272727272727268,0.1,0.054545454545454536,0.2636363636363636,2366.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,2264.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.99999952,0.0,0.0,0.0
312,0.200423245,0.106769419,0.41221374,786,0.26377036,0.620389138,0.097428276,0.163533071,0.182911474,0.038181707,0.5998574081443162,0.4179300968298181,0.5487465181058496,0.1235309722774904,0.1191172569306274,1.0,0.27661161957819336,0.12534818941504178,0.013927576601671307,0.04456824512534819,0.04456824512534819,0.3788300835654596,2422.217391304348,1.9130434782608696,0.08695652173913043,0.9130434782608695,0.6333333333333334,0.0,0.2855072463768116,0.4782608695652174,0.30434782608695654,0.05797101449275363,0.9565217391304348,0.5217391304347826,0.3492753623188406,118.9999999295652,1.0,0.6956521739130435,0.3086956521739131,2257.0,1.5714285714285714,0.0,1.0,0.7142857142857143,0.0,0.5,0.7142857142857143,0.0,0.0,1.1428571428571428,0.2857142857142857,0.21428571428571427,62.285714391999996,1.0,0.5714285714285714,0.2857142857142857
321,0.18173002300000002,0.10323151900000001,0.4569536420000001,302,0.263691709,0.664181194,0.135098297,0.18573519600000002,0.20046730399999999,0.021277366000000002,0.6052025355596782,0.3420351473922903,0.4852607709750567,0.07578076685219541,0.12229437229437225,1.0,0.3190166975881261,0.13636363636363635,0.025974025974025976,0.05844155844155844,0.032467532467532464,0.35714285714285715,564.375,1.875,0.0,0.875,0.525,0.0,0.4,0.625,0.125,0.025,1.25,0.125,0.125,77.24999999537499,1.0,0.875,0.45,2264.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,117.99999979999998,1.0,0.0,0.0
341,0.069725912,0.05234364,0.300330033,303,0.253480084,0.652793813,0.066560078,0.140084238,0.251632629,0.144793182,0.4064992025518341,0.32608984582668793,0.5650584795321637,0.2503322700691121,0.2842038809144072,0.9210526315789472,0.3431685273790537,0.19298245614035087,0.017543859649122806,0.17543859649122806,0.07017543859649122,0.6228070175438597,528.0,2.6,0.4,0.8,0.48,0.0,0.27999999999999997,0.4,1.4,0.44000000000000006,0.8,0.6,0.6,105.199999873,1.0,0.4,0.08,2242.0,4.0,1.0,1.0,0.25,0.0,0.25,1.0,3.0,0.75,1.0,1.0,0.25,115.00000043799999,1.0,0.0,0.0
349,0.28004178,0.163547102,0.432943294,1111,0.222460813,0.6727477759999999,0.088711667,0.21278684,0.155200618,0.078211687,0.6160102353998405,0.4270005904459687,0.5463843071475165,0.10010678665565276,0.04862698184615992,1.0,0.28388297794450656,0.1095890410958904,0.058708414872798424,0.035225048923679066,0.06066536203522505,0.36007827788649704,104050929.0,2.5,0.1,0.7,0.32,0.0,0.33666666666666667,0.45,0.8,0.2766666666666667,0.8,0.2,0.13333333333333333,64.0999999036,1.0,1.0,0.4033333333333333,104050882.81818181,2.909090909090909,0.0,1.0909090909090908,0.5328282828282828,0.0,0.3888888888888889,0.7045454545454546,0.45454545454545453,0.09595959595959597,1.7272727272727273,0.2727272727272727,0.050505050505050504,66.18181833054545,1.0,1.3636363636363635,0.37121212121212127
360,0.150901156,0.08986537300000001,0.327910959,1168,0.22134405399999998,0.658255944,0.101942282,0.11264519099999999,0.137648703,0.173189271,0.4905511062138229,0.3828725884848335,0.5701328150307742,0.22424164518744288,0.1036203624803581,1.0,0.2852072485987342,0.15419501133786848,0.04308390022675737,0.049886621315192746,0.09297052154195012,0.5079365079365079,104050955.27272727,2.8181818181818183,0.36363636363636365,0.5454545454545454,0.14393939393939392,0.0,0.5075757575757576,0.5454545454545454,1.7272727272727273,0.6590909090909092,1.0,0.0,0.0,35.18181820363636,1.0,0.5454545454545454,0.19696969696969696,104050920.0,1.2857142857142858,0.0,0.8571428571428571,0.7619047619047619,0.0,0.7619047619047619,0.8571428571428571,0.2857142857142857,0.09523809523809523,0.8571428571428571,0.7142857142857143,0.7142857142857143,164.7142856857143,1.0,0.14285714285714285,0.14285714285714285
363,0.403915485,0.20085656899999998,0.580607477,856,0.230431456,0.6599007720000001,0.064502096,0.16044350699999999,0.16773701800000002,0.023549179,0.7438091783129797,0.4699994908978504,0.5464509035937607,0.06177665390350464,0.10125354615150532,1.0,0.1944141677835156,0.06575963718820861,0.029478458049886618,0.036281179138322,0.031746031746031744,0.2199546485260771,2097.212121212121,1.7272727272727273,0.0,1.2121212121212122,0.7626262626262625,0.12121212121212122,0.5454545454545454,0.5757575757575758,0.18181818181818182,0.0808080808080808,0.9090909090909091,0.3333333333333333,0.202020202020202,79.42424240842425,1.0,0.3333333333333333,0.15656565656565655,2254.0,1.75,0.0,1.5,0.875,0.0,0.25,0.25,0.0,0.0,0.5,1.0,0.625,150.00000003575,1.0,0.25,0.125
386,0.140587404,0.083743097,0.345093716,1814,0.244558043,0.666122435,0.11477135699999999,0.14299409400000002,0.140221743,0.088450314,0.4996705576865157,0.4263934792710517,0.6537289060745233,0.17457498985137565,0.05793291461705617,0.9427260812581912,0.3257544524621078,0.17955439056356487,0.020969855832241157,0.034076015727391884,0.034076015727391884,0.5281782437745739,1790.0344827586207,3.0689655172413794,0.1724137931034483,0.7586206896551724,0.3380952380952381,0.0,0.2346469622331691,0.5474137931034483,1.2413793103448276,0.2815270935960591,1.3448275862068966,0.13793103448275862,0.06293103448275862,113.8275862004138,1.0,1.0689655172413792,0.38037766830870273,2264.090909090909,2.272727272727273,0.18181818181818182,0.9090909090909091,0.6015151515151516,0.0,0.41969696969696973,0.7272727272727273,0.8181818181818182,0.19090909090909092,1.1818181818181819,0.18181818181818182,0.09090909090909091,86.36363640718182,1.0,0.5454545454545454,0.20757575757575755
387,0.11081448699999999,0.057967125,0.29496402899999996,417,0.26094264899999997,0.633719842,0.084377864,0.125252692,0.242305138,0.20230221,0.4291662882571976,0.4079375170284264,0.6551282051282051,0.3503019707565162,0.2569937638119456,0.965034965034965,0.2205317409862864,0.16783216783216784,0.04895104895104895,0.1048951048951049,0.1258741258741259,0.6223776223776224,1725.625,3.875,0.75,0.625,0.13958333333333334,0.0,0.2895833333333333,0.625,3.0,0.7104166666666667,0.625,0.375,0.2708333333333333,104.374999970375,1.0,0.25,0.15,2250.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,67.50000012000001,1.0,0.0,0.0
391,0.116830269,0.06911221,0.29109063,1302,0.199463905,0.664513142,0.084895379,0.133487635,0.113942855,0.34492697,0.4084750430648437,0.3552352488605263,0.6311275568481778,0.370348701557127,0.027546529597527385,1.0,0.2211762553780294,0.17073170731707318,0.04656319290465632,0.015521064301552109,0.09534368070953436,0.6452328159645233,1104051209.5555556,2.4444444444444446,0.3333333333333333,0.5555555555555556,0.2222222222222222,0.0,0.5555555555555557,0.4444444444444444,1.6666666666666667,0.7407407407407408,0.6666666666666666,0.1111111111111111,0.1111111111111111,35.888888787111114,1.0,0.2222222222222222,0.037037037037037035,104050898.17391305,3.4347826086956523,0.6086956521739131,0.8695652173913043,0.29094202898550725,0.043478260869565216,0.28007246376811595,0.8260869565217391,2.130434782608696,0.4898550724637681,0.8260869565217391,0.0,0.0,23.739130435304354,1.0,0.43478260869565216,0.21920289855072464
403,0.201642481,0.108609114,0.467961165,515,0.25041097100000004,0.662739874,0.129465814,0.125661576,0.17238665399999994,0.034465367000000004,0.6306132154882156,0.4308909932659932,0.5553333333333335,0.06463804713804712,0.08856944444444444,0.9676666666666668,0.30474873737373737,0.19333333333333333,0.0033333333333333327,0.03666666666666667,0.02333333333333333,0.3333333333333333,1698.8235294117646,2.0,0.11764705882352941,0.7058823529411765,0.5261437908496733,0.0,0.5261437908496732,0.6470588235294118,0.5294117647058824,0.1372549019607843,1.1764705882352942,0.058823529411764705,0.058823529411764705,42.117647073176464,1.0,0.7647058823529411,0.3366013071895425,2266.375,1.75,0.125,0.75,0.5875,0.0,0.5875,0.75,0.375,0.075,1.0,0.125,0.025,57.75000000475001,1.0,0.625,0.3375
