itest_id,aveknow,avecarelessness,avecorrect,numactions,averesbored,averesengcon,averesconf,averesfrust,averesofftask,averesgaming,correctrate,frhrate,frscaffoldh,hintrate,timeover80rate,workinschoolrate,wrongrate,oncebutfail,moreoncebutfail,more80sbutfail,hintbutfail,correctrateless0.5,pattern-finding_problemid,pattern-finding_actioncount,pattern-finding_bottomhint,pattern-finding_correct,pattern-finding_correctrate,pattern-finding_filedin,pattern-finding_frhrate,pattern-finding_frscaffoldh,pattern-finding_hint,pattern-finding_hintrate,pattern-finding_scaffold,pattern-finding_timeover80,pattern-finding_timeover80rate,pattern-finding_timetaken,pattern-finding_workinschoolrate,pattern-finding_wrong,pattern-finding_wrongrate,probability_problemid,probability_actioncount,probability_bottomhint,probability_correct,probability_correctrate,probability_filedin,probability_frhrate,probability_frscaffoldh,probability_hint,probability_hintrate,probability_scaffold,probability_timeover80,probability_timeover80rate,probability_timetaken,probability_workinschoolrate,probability_wrong,probability_wrongrate,equation-solving_problemid,equation-solving_actioncount,equation-solving_bottomhint,equation-solving_correct,equation-solving_correctrate,equation-solving_filedin,equation-solving_frhrate,equation-solving_frscaffoldh,equation-solving_hint,equation-solving_hintrate,equation-solving_scaffold,equation-solving_timeover80,equation-solving_timeover80rate,equation-solving_timetaken,equation-solving_workinschoolrate,equation-solving_wrong,equation-solving_wrongrate
83,0.074637089,0.057139037999999996,0.259079903,413,0.301128169,0.5957166279999999,0.252899367,0.159112865,0.25126454600000003,0.045911615999999995,0.4270097397662379,0.3157468930724745,0.5892211148025102,0.12690615358194016,0.16152767660975598,1.0,0.4460841066518221,0.1937984496124031,0.02325581395348837,0.07751937984496124,0.015503875968992246,0.6434108527131783,653.5,4.75,0.5,1.0,0.3902777777777778,0.0,0.3902777777777778,1.0,1.75,0.27361111111111114,3.0,0.25,0.05,129.250000059,1.0,2.0,0.33611111111111114,2087.0,6.4,0.7,1.4,0.4803174603174603,0.0,0.4609523809523809,0.680952380952381,1.9,0.12174603174603174,3.1,1.2,0.12333333333333334,521.1999999989999,1.0,3.1,0.3979365079365079,1436.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.00000048,1.0,1.0,1.0
86,0.17564993399999998,0.084595095,0.408918406,1054,0.250262441,0.623113171,0.087392179,0.146212281,0.15865586,0.072253519,0.5554594265062744,0.4877179574490159,0.5782851359167148,0.2078275628362384,0.10538968903341372,1.0,0.2367130106574873,0.16263736263736264,0.03736263736263736,0.06593406593406594,0.1054945054945055,0.42417582417582417,2782.1,2.25,0.0,1.2,0.5700000000000001,0.1625,0.535,0.71,0.4,0.14333333333333334,1.4,0.35,0.2125,101.09999999160001,1.0,0.65,0.28666666666666674,3077.1162790697676,2.2790697674418605,0.09302325581395349,1.1395348837209303,0.6469915097822074,0.06976744186046512,0.4842008121077888,0.627906976744186,0.5116279069767442,0.09752676264304169,1.1627906976744187,0.16279069767441862,0.10465116279069765,68.19716279232557,1.0,0.627906976744186,0.2554817275747508,1994.8333333333333,2.3333333333333335,0.0,0.6666666666666666,0.3055555555555555,0.0,0.25,0.3333333333333333,0.8333333333333334,0.20833333333333334,0.3333333333333333,0.16666666666666666,0.041666666666666664,59.66666686033333,1.0,0.8333333333333334,0.4861111111111111
87,0.519110927,0.198341627,0.769565217,230,0.22704435899999997,0.664749135,0.07261280099999999,0.039176787000000005,0.19507048300000002,0.005256235,0.8340476190476189,0.3032142857142857,0.3325,0.008095238095238095,0.1975,1.0,0.15785714285714286,0.115,0.0,0.04,0.005,0.14,1789.3,1.1,0.0,1.0,0.95,0.0,0.35,0.4,0.0,0.0,0.5,0.4,0.35,74.399999926,1.0,0.1,0.05,2966.962962962963,1.037037037037037,0.0,0.8518518518518519,0.8333333333333334,0.0,0.46296296296296297,0.48148148148148145,0.0,0.0,0.5185185185185185,0.18518518518518517,0.18518518518518517,61.11111114377778,1.0,0.18518518518518517,0.16666666666666666,2053.0,1.6,0.0,1.0,0.7666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,54.1999998962,1.0,0.6,0.2333333333333333
101,0.195441355,0.11763424300000001,0.403553299,394,0.252399042,0.61923606,0.123829171,0.24124280899999997,0.195610843,0.069792693,0.5952185495663757,0.2511340712427669,0.3546195652173913,0.13110974170756776,0.12468015076710727,0.7168478260869564,0.27367170872605656,0.14130434782608695,0.016304347826086956,0.05434782608695652,0.043478260869565216,0.4021739130434783,3540.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,152.0000002,1.0,0.0,0.0,3119.714285714286,4.428571428571429,0.14285714285714285,0.8571428571428571,0.3014652014652014,0.0,0.26575091575091575,0.7142857142857143,0.7142857142857143,0.12197802197802197,3.0,0.42857142857142855,0.057692307692307696,167.4285712864286,0.5714285714285714,2.857142857142857,0.5765567765567765,904.3333333333334,1.6666666666666667,0.0,1.0,0.7777777777777777,0.0,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.1111111111111111,1.0,0.0,0.0,28.666666667333335,0.6666666666666666,0.3333333333333333,0.1111111111111111
118,0.12032008699999999,0.07951979299999999,0.319460727,1706,0.25086445,0.662240229,0.137439106,0.142874016,0.154649462,0.129343182,0.4598765341831593,0.3840285901822881,0.6517663705067404,0.1989007001815168,0.0700809398613713,0.6797637390857729,0.34122276563532306,0.17719568567026195,0.02157164869029276,0.046224961479198766,0.046224961479198766,0.5778120184899846,2549.7272727272725,2.8181818181818183,0.13636363636363635,0.9848484848484849,0.6080693296602387,0.0,0.5517935032139577,0.815581955922865,0.9393939393939394,0.20810089531680437,1.606060606060606,0.24242424242424243,0.06671831955922865,117.03030302668182,0.42424242424242425,0.8939393939393939,0.18382977502295683,3122.9777777777776,3.066666666666667,0.24444444444444444,0.8444444444444444,0.4251066217732884,0.0,0.3504152637485971,0.6242263908930575,1.0222222222222221,0.18055154721821387,1.3777777777777778,0.15555555555555556,0.07857142857142857,60.84444444491112,0.6222222222222222,1.2,0.3943418310084976,2502.6315789473683,2.736842105263158,0.21052631578947367,0.8947368421052632,0.41052631578947374,0.0,0.32719298245614037,0.47368421052631576,1.105263157894737,0.3043859649122807,0.8421052631578947,0.21052631578947367,0.11578947368421054,54.894736758526314,0.6842105263157895,0.7368421052631579,0.2850877192982456
124,0.10813270300000001,0.082320906,0.322683706,313,0.268996182,0.644955366,0.165483925,0.061079365,0.21766792699999998,0.025587755,0.46631421929041,0.4246475526237432,0.6693121693121694,0.1550201562106324,0.07222565793994365,1.0,0.3786656244989578,0.1984126984126984,0.015873015873015872,0.023809523809523808,0.047619047619047616,0.5396825396825397,312.625,1.75,0.0,0.875,0.6354166666666666,0.0,0.5104166666666666,0.75,0.5,0.14583333333333331,1.0,0.125,0.041666666666666664,43.50000003,1.0,0.375,0.21875,4505.5,1.75,0.0,0.75,0.4583333333333333,0.0,0.4583333333333333,0.75,0.0,0.0,1.5,0.0,0.0,15.00000006025,1.0,1.0,0.5416666666666666,2192.2,1.2,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,36.399999951999995,1.0,0.6,0.4
126,0.250838364,0.111159403,0.5,406,0.273188488,0.646944495,0.104601634,0.131631829,0.23000511199999998,0.040233379,0.660950937950938,0.4123140933140932,0.5271111111111111,0.06717219817219817,0.19967195767195767,1.0,0.27187686387686383,0.12444444444444445,0.03555555555555556,0.08,0.04,0.3022222222222222,104050947.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,142.9999995,1.0,0.0,0.0,796358476.8974359,2.076923076923077,0.05128205128205128,0.7692307692307693,0.5136752136752136,0.05128205128205128,0.3173076923076923,0.45641025641025645,0.48717948717948717,0.1155982905982906,0.7948717948717948,0.3076923076923077,0.17649572649572648,102.48717947558974,1.0,0.8205128205128205,0.37072649572649574,104050984.25,1.5,0.0,0.75,0.5833333333333333,0.0,0.3333333333333333,0.5,0.0,0.0,1.0,0.75,0.5833333333333334,124.75000006,1.0,0.75,0.41666666666666663
129,0.21483501300000002,0.112076632,0.444656489,524,0.254311706,0.644452215,0.084628632,0.137294769,0.205011654,0.101658581,0.6243872549019608,0.4533876050420168,0.5717714169000934,0.10102124183006532,0.20182510504201684,0.9606967787114844,0.27459150326797394,0.16544117647058826,0.025735294117647058,0.08455882352941177,0.036764705882352935,0.3713235294117647,3418.285714285714,1.6428571428571428,0.07142857142857142,0.9285714285714286,0.7797619047619048,0.0,0.5654761904761905,0.7142857142857143,0.42857142857142855,0.08333333333333333,0.9285714285714286,0.2857142857142857,0.23214285714285715,63.142857143,1.0,0.2857142857142857,0.1369047619047619,2097.7368421052633,1.368421052631579,0.05263157894736842,0.7368421052631579,0.6973684210526315,0.0,0.3815789473684211,0.3684210526315789,0.21052631578947367,0.08684210526315789,0.47368421052631576,0.47368421052631576,0.34736842105263155,126.9473684348421,0.9473684210526315,0.42105263157894735,0.2157894736842105,1846.6,1.6,0.0,1.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,45.400000143999996,0.8,0.6,0.15
131,0.24838932800000002,0.142273516,0.5443786979999999,169,0.29052083100000003,0.639280046,0.079422223,0.241071919,0.310722416,0.020833393999999998,0.7021630874572051,0.3238951136009959,0.3769063180827887,0.04929971988795518,0.3269296607531901,0.9411764705882352,0.24853719265483976,0.1176470588235294,0.00980392156862745,0.06862745098039216,0.029411764705882356,0.27450980392156865,1559.6666666666667,2.4166666666666665,0.0,1.0833333333333333,0.6689814814814815,0.0,0.585648148148148,0.7037037037037037,0.16666666666666666,0.041666666666666664,1.25,0.5,0.1898148148148148,145.33333335850003,1.0,1.1666666666666667,0.28935185185185186,2096.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.00000024,1.0,0.0,0.0,1545.6666666666667,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,129.00000025333333,1.0,0.3333333333333333,0.3333333333333333
132,0.24950218899999999,0.13837559300000002,0.5,450,0.269245446,0.657856784,0.15872676,0.146803922,0.229158814,0.012235423,0.6423607450360217,0.4352574240028115,0.5704797047970479,0.015458618871903003,0.1832279037076085,1.0,0.3421806360920753,0.16974169741697415,0.022140221402214017,0.08487084870848709,0.007380073800738006,0.30996309963099633,259.0,1.5555555555555556,0.0,0.8888888888888888,0.7444444444444445,0.0,0.7444444444444445,0.8888888888888888,0.0,0.0,1.4444444444444444,0.1111111111111111,0.022222222222222223,71.77777779977777,1.0,0.6666666666666666,0.25555555555555554,2256.0666666666666,1.1333333333333333,0.0,0.8,0.7555555555555554,0.0,0.4222222222222222,0.4666666666666667,0.0,0.0,0.6,0.2,0.2,103.3999999868,1.0,0.3333333333333333,0.24444444444444444,862.0,1.5,0.0,1.0,0.75,0.0,0.5,0.75,0.0,0.0,1.25,0.0,0.0,47.750000059499996,1.0,0.5,0.25
160,0.222439305,0.14599993,0.387009472,739,0.234373482,0.647305606,0.106632401,0.100562531,0.139645963,0.09669477800000001,0.5691022947640595,0.421483247145012,0.561827731092437,0.18170356604180132,0.06814425770308123,1.0,0.2491941391941393,0.15588235294117647,0.029411764705882356,0.035294117647058816,0.06470588235294117,0.4176470588235294,104051220.5,1.625,0.125,0.875,0.7708333333333334,0.0,0.7708333333333334,0.75,0.5,0.1875,1.0,0.125,0.125,41.750000055,1.0,0.25,0.041666666666666664,104050790.40625,1.8125,0.03125,0.78125,0.5322916666666666,0.0,0.5479166666666666,0.6875,0.4375,0.20989583333333334,1.1875,0.0625,0.046875,38.96874998340625,1.0,0.59375,0.2578125,104050526.8,2.8,0.4,1.0,0.5833333333333334,0.0,0.18333333333333332,0.4,1.8,0.4166666666666667,0.0,0.2,0.05,88.3999998556,1.0,0.0,0.0
161,0.301436989,0.145797015,0.483425414,362,0.262822668,0.618727644,0.103445485,0.048144155999999994,0.211666099,0.134778174,0.6890148046398046,0.3162583943833945,0.4615384615384616,0.08110500610500611,0.28944215506715504,1.0,0.2298801892551892,0.13942307692307693,0.019230769230769232,0.08173076923076923,0.02884615384615385,0.30288461538461536,706.0,1.1428571428571428,0.0,1.0,0.9285714285714286,0.0,0.6428571428571429,0.7142857142857143,0.0,0.0,0.8571428571428571,0.0,0.0,39.14285710857143,1.0,0.14285714285714285,0.07142857142857142,2445.9285714285716,1.5,0.0,0.8571428571428571,0.7261904761904763,0.0,0.36904761904761907,0.5,0.07142857142857142,0.011904761904761904,0.9285714285714286,0.42857142857142855,0.3333333333333333,77.99999998550001,1.0,0.5714285714285714,0.2619047619047619,1951.7142857142858,1.7142857142857142,0.14285714285714285,0.8571428571428571,0.6714285714285715,0.0,0.028571428571428574,0.14285714285714285,0.5714285714285714,0.1142857142857143,0.14285714285714285,0.14285714285714285,0.14285714285714285,39.285714217285715,1.0,0.2857142857142857,0.21428571428571427
176,0.318760523,0.15400161099999998,0.575949367,316,0.23539115800000002,0.645941305,0.08666062699999999,0.082399133,0.208176258,0.014225851000000001,0.7194947462553096,0.4380393471942768,0.5211267605633803,0.06368209255533197,0.17676056338028168,1.0,0.2168231611893584,0.14553990610328638,0.0,0.061032863849765265,0.028169014084507043,0.2535211267605634,804.125,1.25,0.0,0.9375,0.8125,0.0,0.6875,0.8125,0.0,0.0,1.0625,0.1875,0.15625,44.81250002987499,1.0,0.3125,0.1875,2699.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,48.749999939999995,1.0,0.0,0.0,1977.0,1.5,0.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,120.00000002000002,1.0,0.5,0.25
190,0.510753715,0.235045982,0.709090909,330,0.250685594,0.676984259,0.072317366,0.091461544,0.25356404899999996,0.006531736,0.8004753020611229,0.4274298152096659,0.4680170575692964,0.03317786069651741,0.22364960909737028,1.0,0.16634683724235966,0.12686567164179105,0.0,0.06716417910447761,0.018656716417910446,0.16044776119402984,1467.1,1.0,0.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.3,0.3,57.700000044,1.0,0.0,0.0,2918.1111111111113,1.1111111111111112,0.0,0.8333333333333334,0.7777777777777778,0.0,0.5,0.5555555555555556,0.0,0.0,0.6666666666666666,0.1111111111111111,0.1111111111111111,66.83333332194444,1.0,0.2777777777777778,0.2222222222222222,2552.4285714285716,1.8571428571428572,0.14285714285714285,1.0,0.8775510204081632,0.0,0.16326530612244897,0.2857142857142857,0.5714285714285714,0.08163265306122448,0.5714285714285714,0.2857142857142857,0.16326530612244897,78.1428570657143,1.0,0.2857142857142857,0.04081632653061224
203,0.10322725199999999,0.047708220999999995,0.308964781,1874,0.233485164,0.6604329320000001,0.062674594,0.142092044,0.165236511,0.308131222,0.3973428212732483,0.3180126065144621,0.6452086009228866,0.3384789465275015,0.15241284348609888,1.0,0.26417823219925024,0.1161904761904762,0.06857142857142857,0.09714285714285714,0.06095238095238095,0.6438095238095238,1855.2666666666667,2.7666666666666666,0.5333333333333333,0.8333333333333334,0.3822222222222222,0.13333333333333333,0.3905555555555555,0.8666666666666667,1.6,0.4477777777777777,1.0,0.23333333333333334,0.06444444444444444,58.363366641533325,1.0,0.3333333333333333,0.17,3250.56,2.72,0.4,0.72,0.36733333333333335,0.12,0.3706666666666667,0.68,1.52,0.40266666666666656,0.92,0.28,0.24,59.080000094960006,1.0,0.48,0.23000000000000004,1963.7857142857142,3.2142857142857144,0.07142857142857142,1.0,0.4313492063492064,0.0,0.31230158730158736,0.42857142857142855,1.1428571428571428,0.23888888888888887,1.0,0.42857142857142855,0.23214285714285715,149.03864292,1.0,1.0714285714285714,0.3297619047619048
