itest_id,aveknow,avecarelessness,avecorrect,numactions,averesbored,averesengcon,averesconf,averesfrust,averesofftask,averesgaming,correctrate,frhrate,frscaffoldh,hintrate,timeover80rate,workinschoolrate,wrongrate,oncebutfail,moreoncebutfail,more80sbutfail,hintbutfail,correctrateless0.5,wrong_and_over80,average_questions_by_day,std_questions_by_day,average_questions_by_mon,std_questions_by_mon,day_to_answer_question,mon_to_answer_question
43,0.09202593199999999,0.032514726,0.274336283,113,0.266277752,0.6863176790000001,0.131812393,0.069156328,0.36968866100000003,0.320319525,0.4084832451499119,0.6414462081128747,0.6222222222222222,0.4392768959435627,0.15999999999999998,1.0,0.15223985890652555,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.3111111111111111,0.5777777777777777,0.1111111111111111,7.5,4.08656334834051,7.5,4.08656334834051,6,6
64,0.15793823,0.098356599,0.334038055,1419,0.198393872,0.670061962,0.08589527599999999,0.13232798699999998,0.11577322,0.303425527,0.4776148790941688,0.3568555814117943,0.6031777339469646,0.2842888264485896,0.022583826429980282,1.0,0.2380962944572413,0.11045364891518736,0.04733727810650888,0.01380670611439842,0.0670611439842209,0.5404339250493096,0.013806706114398421,50.7,28.62031135788397,72.42857142857143,47.47229768632489,10,7
65,0.106046066,0.056795766,0.31626120399999996,781,0.215421196,0.683785333,0.076948047,0.084162587,0.140917392,0.388473412,0.4350092958243428,0.3600627863950749,0.6297443761393605,0.2652065889526704,0.08384109794768099,1.0,0.2997841152229868,0.18181818181818185,0.06896551724137931,0.047021943573667714,0.09404388714733544,0.5956112852664577,0.047021943573667714,35.44444444444444,34.20201423568176,63.8,40.25791847574835,9,5
77,0.19194830699999998,0.094195371,0.413249211,317,0.26145524600000003,0.638636026,0.063971248,0.129858195,0.234331233,0.045096384,0.6406708862015439,0.3765249812159441,0.4669211195928753,0.159024051408932,0.2466955545753872,1.0,0.20030506238952425,0.08396946564885496,0.053435114503816786,0.06870229007633588,0.0916030534351145,0.2977099236641221,0.06870229007633588,13.1,6.871034209717712,18.714285714285715,11.116268644263172,10,7
83,0.074637089,0.057139037999999996,0.259079903,413,0.301128169,0.5957166279999999,0.252899367,0.159112865,0.25126454600000003,0.045911615999999995,0.4270097397662379,0.3157468930724745,0.5892211148025102,0.12690615358194016,0.16152767660975598,1.0,0.4460841066518221,0.1937984496124031,0.02325581395348837,0.07751937984496124,0.015503875968992246,0.6434108527131783,0.07751937984496124,21.5,14.936532395439043,25.8,16.498484778912275,6,5
86,0.17564993399999998,0.084595095,0.408918406,1054,0.250262441,0.623113171,0.087392179,0.146212281,0.15865586,0.072253519,0.5554594265062744,0.4877179574490159,0.5782851359167148,0.2078275628362384,0.10538968903341372,1.0,0.2367130106574873,0.16263736263736264,0.03736263736263736,0.06593406593406594,0.1054945054945055,0.42417582417582417,0.06593406593406594,30.333333333333332,13.719988893512095,41.36363636363637,24.57752114137114,15,11
87,0.519110927,0.198341627,0.769565217,230,0.22704435899999997,0.664749135,0.07261280099999999,0.039176787000000005,0.19507048300000002,0.005256235,0.8340476190476189,0.3032142857142857,0.3325,0.008095238095238095,0.1975,1.0,0.15785714285714286,0.115,0.0,0.04,0.005,0.14,0.04,40.0,10.793516572461451,50.0,30.12197426021962,5,4
94,0.20229164800000002,0.12151238,0.527272727,55,0.303381267,0.639337644,0.109729439,0.055948247,0.459114442,0.06526256799999999,0.645045045045045,0.4063063063063064,0.4594594594594595,0.1072072072072072,0.35225225225225226,1.0,0.24774774774774774,0.21621621621621626,0.0,0.08108108108108109,0.054054054054054064,0.35135135135135137,0.08108108108108109,12.333333333333334,8.32666399786453,12.333333333333334,8.32666399786453,3,3
101,0.195441355,0.11763424300000001,0.403553299,394,0.252399042,0.61923606,0.123829171,0.24124280899999997,0.195610843,0.069792693,0.5952185495663757,0.2511340712427669,0.3546195652173913,0.13110974170756776,0.12468015076710727,0.7168478260869564,0.27367170872605656,0.14130434782608695,0.016304347826086956,0.05434782608695652,0.043478260869565216,0.4021739130434783,0.05434782608695652,30.666666666666668,15.857700547893653,36.8,25.33179819910146,6,5
114,0.142241662,0.085295516,0.396551724,348,0.267311879,0.646790224,0.094736805,0.199609409,0.211144367,0.074046898,0.5496764735618239,0.281819330704681,0.4246815286624204,0.1934814477808108,0.16756900212314224,0.8786270346779902,0.2568420786573652,0.1464968152866242,0.012738853503184714,0.044585987261146494,0.05732484076433121,0.4522292993630573,0.044585987261146494,26.166666666666668,13.614942771332778,39.25,16.214705259938174,6,4
118,0.12032008699999999,0.07951979299999999,0.319460727,1706,0.25086445,0.662240229,0.137439106,0.142874016,0.154649462,0.129343182,0.4598765341831593,0.3840285901822881,0.6517663705067404,0.1989007001815168,0.0700809398613713,0.6797637390857729,0.34122276563532306,0.17719568567026195,0.02157164869029276,0.046224961479198766,0.046224961479198766,0.5778120184899846,0.046224961479198766,40.5625,17.869783621148482,92.71428571428571,103.03998299319589,16,7
124,0.10813270300000001,0.082320906,0.322683706,313,0.268996182,0.644955366,0.165483925,0.061079365,0.21766792699999998,0.025587755,0.46631421929041,0.4246475526237432,0.6693121693121694,0.1550201562106324,0.07222565793994365,1.0,0.3786656244989578,0.1984126984126984,0.015873015873015872,0.023809523809523808,0.047619047619047616,0.5396825396825397,0.023809523809523808,31.5,18.138357147217054,42.0,21.166010488516726,4,3
125,0.058088645999999994,0.05037901400000002,0.319838057,247,0.288641402,0.619650057,0.184629568,0.156195946,0.251108875,0.030574722999999998,0.4497367593902249,0.3533396196762534,0.5445544554455446,0.13103096023888106,0.2044004400440044,1.0,0.4192322803708941,0.21782178217821785,0.0099009900990099,0.1188118811881188,0.06930693069306931,0.5643564356435643,0.1188118811881188,20.2,11.43241006962224,25.25,13.573871960498227,5,4
126,0.250838364,0.111159403,0.5,406,0.273188488,0.646944495,0.104601634,0.131631829,0.23000511199999998,0.040233379,0.660950937950938,0.4123140933140932,0.5271111111111111,0.06717219817219817,0.19967195767195767,1.0,0.27187686387686383,0.12444444444444445,0.03555555555555556,0.08,0.04,0.3022222222222222,0.08,20.454545454545453,14.548976846250298,32.142857142857146,21.365303425792728,11,7
129,0.21483501300000002,0.112076632,0.444656489,524,0.254311706,0.644452215,0.084628632,0.137294769,0.205011654,0.101658581,0.6243872549019608,0.4533876050420168,0.5717714169000934,0.10102124183006532,0.20182510504201684,0.9606967787114844,0.27459150326797394,0.16544117647058826,0.025735294117647058,0.08455882352941177,0.036764705882352935,0.3713235294117647,0.08455882352941177,34.0,15.27836939691443,54.4,30.492622058458664,8,5
131,0.24838932800000002,0.142273516,0.5443786979999999,169,0.29052083100000003,0.639280046,0.079422223,0.241071919,0.310722416,0.020833393999999998,0.7021630874572051,0.3238951136009959,0.3769063180827887,0.04929971988795518,0.3269296607531901,0.9411764705882352,0.24853719265483976,0.1176470588235294,0.00980392156862745,0.06862745098039216,0.029411764705882356,0.27450980392156865,0.06862745098039216,20.4,7.700649323271382,25.5,9.255628917943215,5,4
132,0.24950218899999999,0.13837559300000002,0.5,450,0.269245446,0.657856784,0.15872676,0.146803922,0.229158814,0.012235423,0.6423607450360217,0.4352574240028115,0.5704797047970479,0.015458618871903003,0.1832279037076085,1.0,0.3421806360920753,0.16974169741697415,0.022140221402214017,0.08487084870848709,0.007380073800738006,0.30996309963099633,0.08487084870848709,30.11111111111111,12.663376765741083,45.166666666666664,23.07740597785346,9,6
134,0.18380105,0.113211135,0.323420074,269,0.267901216,0.6125564929999999,0.133687245,0.08876096800000001,0.238335305,0.06220814,0.5319348767174855,0.3134048560135517,0.4682971014492753,0.17723014304536044,0.20410973084886128,1.0,0.2908349802371541,0.10869565217391304,0.07608695652173914,0.08695652173913042,0.07608695652173914,0.44565217391304346,0.08695652173913043,13.142857142857142,7.403345447128872,18.4,19.007893097342482,7,5
154,0.146523982,0.084286254,0.344827586,116,0.322648804,0.617288675,0.20142946399999997,0.11442970699999999,0.410196722,0.006764479,0.5541050420168068,0.52743837535014,0.6891666666666667,0.025938375350140052,0.3061764705882353,1.0,0.4199565826330533,0.18,0.04,0.16,0.02,0.44,0.16,16.666666666666668,2.081665999466132,16.666666666666668,2.081665999466132,3,3
156,0.27143222699999997,0.183642876,0.384765625,512,0.255130191,0.637416079,0.134120706,0.11066905699999999,0.208372782,0.052068708,0.5830945213991827,0.4147361717700231,0.5558176100628931,0.11978550568311945,0.1412880089142575,1.0,0.2971199729176977,0.11320754716981132,0.08018867924528301,0.09905660377358493,0.09433962264150944,0.3962264150943397,0.09905660377358491,23.555555555555557,13.639200041709843,30.285714285714285,22.00541059008205,9,7
160,0.222439305,0.14599993,0.387009472,739,0.234373482,0.647305606,0.106632401,0.100562531,0.139645963,0.09669477800000001,0.5691022947640595,0.421483247145012,0.561827731092437,0.18170356604180132,0.06814425770308123,1.0,0.2491941391941393,0.15588235294117647,0.029411764705882356,0.035294117647058816,0.06470588235294117,0.4176470588235294,0.03529411764705882,34.0,9.820613241770824,48.57142857142857,27.39742775552201,10,7
161,0.301436989,0.145797015,0.483425414,362,0.262822668,0.618727644,0.103445485,0.048144155999999994,0.211666099,0.134778174,0.6890148046398046,0.3162583943833945,0.4615384615384616,0.08110500610500611,0.28944215506715504,1.0,0.2298801892551892,0.13942307692307693,0.019230769230769232,0.08173076923076923,0.02884615384615385,0.30288461538461536,0.08173076923076923,29.714285714285715,9.516902257112267,52.0,38.13135192987524,7,4
164,0.11759764800000001,0.081439928,0.25698324,179,0.252203615,0.59731396,0.135031684,0.10566424,0.243512731,0.21415796,0.37978781331259504,0.3908156884124782,0.5979822588705648,0.2535595170329273,0.14995714041375033,1.0,0.3666526696544776,0.1956521739130435,0.08695652173913042,0.13043478260869565,0.10869565217391304,0.6521739130434783,0.13043478260869565,9.2,6.833739825307955,11.5,11.789826122551595,5,4
176,0.318760523,0.15400161099999998,0.575949367,316,0.23539115800000002,0.645941305,0.08666062699999999,0.082399133,0.208176258,0.014225851000000001,0.7194947462553096,0.4380393471942768,0.5211267605633803,0.06368209255533197,0.17676056338028168,1.0,0.2168231611893584,0.14553990610328638,0.0,0.061032863849765265,0.028169014084507043,0.2535211267605634,0.06103286384976526,42.6,26.576305236055667,42.6,26.576305236055667,5,5
185,0.233430296,0.106263883,0.50617284,81,0.322770273,0.598737575,0.17094369199999998,0.05699731900000001,0.364481987,0.005052991,0.6632817537072856,0.4098968407479046,0.5106382978723404,0.01773049645390071,0.3444551901998711,1.0,0.3189877498388137,0.14893617021276595,0.0425531914893617,0.1276595744680851,0.02127659574468085,0.2978723404255319,0.1276595744680851,15.666666666666666,10.016652800877813,15.666666666666666,10.016652800877813,3,3
190,0.510753715,0.235045982,0.709090909,330,0.250685594,0.676984259,0.072317366,0.091461544,0.25356404899999996,0.006531736,0.8004753020611229,0.4274298152096659,0.4680170575692964,0.03317786069651741,0.22364960909737028,1.0,0.16634683724235966,0.12686567164179105,0.0,0.06716417910447761,0.018656716417910446,0.16044776119402984,0.06716417910447761,38.285714285714285,18.345883150489882,53.6,23.62837277511932,7,5
203,0.10322725199999999,0.047708220999999995,0.308964781,1874,0.233485164,0.6604329320000001,0.062674594,0.142092044,0.165236511,0.308131222,0.3973428212732483,0.3180126065144621,0.6452086009228866,0.3384789465275015,0.15241284348609888,1.0,0.26417823219925024,0.1161904761904762,0.06857142857142857,0.09714285714285714,0.06095238095238095,0.6438095238095238,0.09714285714285714,16.93548387096774,11.221810560603156,47.72727272727273,45.66856886106879,31,11
205,0.22998825899999997,0.126401241,0.445407279,577,0.24269054899999998,0.6588631229999999,0.11235571,0.132229992,0.18533018199999998,0.077827163,0.5982428245270713,0.3196183953033267,0.4599315068493151,0.17873858447488586,0.1226679712981083,1.0,0.22301859099804305,0.11986301369863013,0.06164383561643835,0.06506849315068493,0.0821917808219178,0.386986301369863,0.06506849315068493,32.44444444444444,15.985236244040243,41.714285714285715,21.815241504616946,9,7
213,0.277700883,0.135598821,0.612676056,142,0.265373203,0.641475201,0.11549293199999999,0.107630398,0.28752399300000003,0.011299189,0.7239273927392739,0.4367986798679868,0.4636963696369637,0.0594059405940594,0.2346534653465346,1.0,0.2166666666666667,0.13861386138613865,0.0099009900990099,0.049504950495049514,0.049504950495049514,0.2277227722772277,0.04950495049504951,20.2,11.64903429473877,25.25,17.969882210706523,5,4
215,0.313221226,0.184542016,0.475655431,534,0.257214045,0.655020529,0.180376753,0.107810764,0.206081281,0.031977724,0.7148283143670597,0.2276511925958421,0.3118081180811808,0.03371330391625595,0.20787129025136408,1.0,0.2514583817166843,0.08856088560885607,0.04059040590405904,0.07011070110701106,0.01845018450184502,0.25461254612546125,0.07011070110701106,18.066666666666666,10.545592624861053,33.875,11.618181564132266,15,8
224,0.561260426,0.270005023,0.715384615,390,0.28618078,0.6040069889999999,0.051758966,0.183532224,0.311099746,0.0050368209999999995,0.8074318495514147,0.3432108350586611,0.35144927536231885,0.03196888658845181,0.3700971934667587,0.9565217391304348,0.1605992638601334,0.10144927536231883,0.014492753623188406,0.08333333333333333,0.028985507246376805,0.15217391304347827,0.08333333333333333,19.714285714285715,5.810184313620503,25.09090909090909,10.700042480799274,14,11
229,0.083560635,0.065196775,0.30888030899999996,259,0.297670234,0.658538587,0.18225863,0.13084632,0.232101179,0.008667741,0.4766617046320018,0.4074372821897575,0.6138613861386139,0.10276489187380278,0.15321782178217822,0.9933993399339932,0.4205734034941955,0.2079207920792079,0.0198019801980198,0.0891089108910891,0.0396039603960396,0.5247524752475248,0.0891089108910891,20.2,12.296340919151518,25.25,8.341662504161466,5,4
237,0.17244604100000002,0.063061667,0.4382470120000001,251,0.284884321,0.64298244,0.09743612800000001,0.080696823,0.318139343,0.081812501,0.6090808416389814,0.3599114064230343,0.5171650055370987,0.13289036544850494,0.3985418973791067,1.0,0.2580287929125139,0.16279069767441862,0.007751937984496123,0.11627906976744184,0.02325581395348837,0.4186046511627907,0.11627906976744186,25.8,15.912259424732868,32.25,15.107944929738128,5,4
240,0.12672275,0.10342430400000001,0.316476346,613,0.256108188,0.652335256,0.15639186900000002,0.16563876800000002,0.16916408100000002,0.044363703,0.4844008815647469,0.2852662277032025,0.5176552439157481,0.09221673517892004,0.07905889628578704,0.7722088835534213,0.4233823832563328,0.1638655462184874,0.03361344537815126,0.04201680672268908,0.01680672268907563,0.5294117647058824,0.04201680672268908,34.0,19.570385790780925,59.5,59.79130371550699,7,4
243,0.3883553420000001,0.21836804699999998,0.566243194,551,0.25175992399999997,0.6761423529999999,0.10813186400000001,0.08680257599999999,0.208192668,0.024505622,0.7156285775179638,0.4134962245767872,0.5102941176470588,0.05049613323590305,0.15524859943977593,1.0,0.2338752892461332,0.12352941176470587,0.023529411764705882,0.06470588235294117,0.029411764705882356,0.25,0.06470588235294118,34.0,18.743887892679396,56.666666666666664,23.027519768022493,10,6
251,0.214105257,0.100620931,0.440758294,422,0.278758147,0.651875283,0.126533039,0.064278654,0.242030987,0.026601417000000002,0.6222829960386522,0.4789485024779143,0.5644796380090498,0.1421634926159813,0.24509389554638425,1.0,0.2355535113453665,0.17194570135746606,0.013574660633484163,0.08144796380090498,0.07692307692307693,0.3755656108597285,0.08144796380090498,31.571428571428573,11.688415102957613,44.2,24.590648629102894,7,5
252,0.115368191,0.07118343099999999,0.33185840699999997,452,0.238698075,0.647693161,0.18077941399999997,0.095411034,0.189113997,0.141107239,0.473192884086739,0.43310431033894736,0.6448324022346369,0.2436461893165804,0.15682328224227668,1.0,0.28316092659668074,0.17318435754189945,0.027932960893854747,0.07262569832402235,0.0893854748603352,0.5642458100558659,0.07262569832402235,17.9,12.83614687773035,25.571428571428573,19.688043265369153,10,7
255,0.150976657,0.09863368300000001,0.277822258,1249,0.201959243,0.676252959,0.112641183,0.096218211,0.120189986,0.345565348,0.463676666596025,0.31222382401328913,0.5907330049362736,0.2490481850771327,0.0683653237423004,1.0,0.2872751483268425,0.14805194805194805,0.057142857142857134,0.054545454545454536,0.057142857142857134,0.5818181818181818,0.05454545454545454,48.125,26.062767641654194,55.0,32.11437891869206,8,7
261,0.104958257,0.058340842999999996,0.291274325,1593,0.213605182,0.68699618,0.065391474,0.13039108,0.132006633,0.39914522799999996,0.4274861166949584,0.3397978375790877,0.6100324883449884,0.35085570687781065,0.09235078463203462,1.0,0.22165817642723146,0.085,0.085,0.0525,0.0925,0.6275,0.0525,36.36363636363637,20.461049470995995,66.66666666666667,39.82294146175878,11,6
263,0.390923244,0.254016808,0.54950495,202,0.268919009,0.62079776,0.080365172,0.24632606,0.265146137,0.023672641,0.7138404955478126,0.1752226093689508,0.2634146341463415,0.0213511420828494,0.2733836624080526,1.0,0.264808362369338,0.07317073170731707,0.032520325203252036,0.07317073170731707,0.024390243902439025,0.25203252032520324,0.07317073170731707,24.6,15.12613632095123,30.75,26.825050481468498,5,4
268,0.18826698,0.073952182,0.56097561,41,0.34162560200000003,0.599801739,0.08281520099999999,0.02905434,0.542866007,0.057319972999999996,0.6321839080459771,0.6149425287356322,0.6206896551724138,0.14942528735632182,0.557471264367816,1.0,0.2183908045977012,0.20689655172413796,0.0,0.1724137931034483,0.13793103448275862,0.3448275862068966,0.1724137931034483,7.25,1.5,7.25,1.5,4,4
269,0.346406161,0.195707524,0.551252847,439,0.258309797,0.659551134,0.12023623800000001,0.08871942699999999,0.20981566899999998,0.019464027,0.7176444330952846,0.3466176013099388,0.444562693498452,0.045176524327066134,0.18193804711800068,0.9325980392156864,0.23717904257764935,0.13602941176470587,0.007352941176470587,0.04779411764705882,0.018382352941176468,0.2647058823529412,0.04779411764705882,30.22222222222222,23.742250197579096,45.333333333333336,22.087703970007084,9,6
278,0.066866907,0.06406334799999999,0.32857142899999997,140,0.27163089,0.657780562,0.136652849,0.259933972,0.284290506,0.091682548,0.5046051649499923,0.2984923122854157,0.3785266457680251,0.06579340200029855,0.15868040005971046,1.0,0.4296014330497091,0.1724137931034483,0.03448275862068965,0.08620689655172414,0.06896551724137931,0.4655172413793103,0.08620689655172414,19.333333333333332,1.1547005383792517,19.333333333333332,1.1547005383792517,3,3
281,0.029265495,0.011227678999999999,0.276119403,134,0.313020911,0.589079225,0.152309275,0.084307878,0.38476667600000003,0.040720831,0.34878419452887544,0.43991894630192496,0.6170212765957447,0.393161094224924,0.3450354609929078,1.0,0.25805471124620066,0.2127659574468085,0.0425531914893617,0.1914893617021277,0.1702127659574468,0.6808510638297872,0.19148936170212766,9.4,4.39317652729776,11.75,4.349329450233296,5,4
282,0.4710138,0.254191734,0.613466334,401,0.254219932,0.6518480289999999,0.06382944900000001,0.182679294,0.230848076,0.012647446000000001,0.7753242714996448,0.2739472281449893,0.3115671641791045,0.07801616915422885,0.2172619047619048,0.925639658848614,0.14665955934612654,0.09328358208955224,0.00746268656716418,0.05223880597014925,0.037313432835820885,0.2164179104477612,0.05223880597014925,33.5,15.510365197874243,89.33333333333333,42.39496825489239,8,3
283,0.146352073,0.093224036,0.309661437,1211,0.211405366,0.655710893,0.079307519,0.102919704,0.126860415,0.245489485,0.4863054303388586,0.4205265283361941,0.6281165409696118,0.24995329632217425,0.05670496292742989,1.0,0.26374127333896713,0.17400881057268722,0.039647577092511016,0.03303964757709251,0.07929515418502202,0.5440528634361234,0.03303964757709251,45.4,22.046415682474205,75.66666666666667,57.9747071287701,10,6
285,0.17574829600000005,0.11036303,0.354636591,798,0.260853283,0.637646853,0.12519264800000002,0.127093329,0.17787962899999998,0.056117344000000006,0.5781127748675828,0.3601145738164968,0.5400126049164511,0.11370926082464546,0.08333088297030604,1.0,0.30817796430777217,0.1217948717948718,0.05448717948717949,0.0673076923076923,0.04166666666666666,0.4326923076923077,0.0673076923076923,28.363636363636363,20.076218405231238,39.0,32.47856435954556,11,8
291,0.109906109,0.058950182000000004,0.27591036399999996,714,0.20292856,0.6762770370000001,0.026767602999999997,0.09931226300000001,0.13390801900000002,0.38727409799999996,0.3555615164520744,0.3700780025887324,0.6809728183118741,0.5336995026909189,0.02721149260848832,1.0,0.1107389808570066,0.1759656652360515,0.04721030042918455,0.012875536480686695,0.14163090128755365,0.7682403433476395,0.012875536480686695,38.833333333333336,23.61708421178759,58.25,46.68600789672783,6,4
292,0.13367071,0.07054643299999999,0.38297872299999997,141,0.32333534,0.59944829,0.156998061,0.102210737,0.339755388,0.011974671999999999,0.5744638694638694,0.461002331002331,0.5704545454545454,0.1385081585081585,0.2553030303030303,1.0,0.28702797202797203,0.15384615384615385,0.04615384615384616,0.13846153846153847,0.07692307692307693,0.4153846153846154,0.13846153846153847,16.25,7.41057802513857,16.25,7.41057802513857,4,4
295,0.062229643,0.020679071,0.228490832,1418,0.17750783,0.6891646090000001,0.033163108999999996,0.155427037,0.09474078,0.671101143,0.2768266346144452,0.41790844595584975,0.7178329571106095,0.5638371786227317,0.043284424379232515,1.0,0.1593361867628234,0.2144469525959368,0.07223476297968398,0.022573363431151242,0.21896162528216706,0.8058690744920993,0.022573363431151242,73.83333333333333,81.59758983368728,110.75,164.94317203206685,6,4
299,0.193344005,0.124177267,0.39244851299999994,874,0.221647972,0.654010436,0.11319096,0.21052731100000002,0.144921088,0.186946857,0.5786658187669746,0.2504603721111712,0.34187185646723217,0.1299973742680305,0.09749089740589227,1.0,0.29133680696499464,0.10115606936416184,0.04335260115606936,0.05780346820809248,0.060693641618497114,0.4161849710982659,0.057803468208092484,34.6,36.16689708067924,43.25,45.98369276167367,10,8
303,0.25634356199999997,0.141790463,0.535135135,185,0.30302934,0.64146283,0.125400705,0.146885895,0.31451265300000003,0.008765585,0.7097727272727273,0.4518939393939394,0.5015909090909091,0.06416666666666666,0.2674242424242424,0.8545454545454545,0.22606060606060605,0.12727272727272726,0.027272727272727268,0.1,0.054545454545454536,0.2636363636363636,0.1,18.333333333333332,11.272385136547928,27.5,19.4164878389476,6,4
312,0.200423245,0.106769419,0.41221374,786,0.26377036,0.620389138,0.097428276,0.163533071,0.182911474,0.038181707,0.5998574081443162,0.4179300968298181,0.5487465181058496,0.1235309722774904,0.1191172569306274,1.0,0.27661161957819336,0.12534818941504178,0.013927576601671307,0.04456824512534819,0.04456824512534819,0.3788300835654596,0.04456824512534819,29.916666666666668,11.843358962522055,39.888888888888886,21.456027384189998,12,9
314,0.155755888,0.101488044,0.475862069,145,0.296693017,0.603354318,0.081911102,0.32594743800000003,0.332772063,0.071483968,0.5851626016260164,0.17926829268292688,0.2520325203252033,0.04796747967479675,0.3347560975609756,1.0,0.36686991869918706,0.12195121951219512,0.04878048780487805,0.08536585365853659,0.012195121951219513,0.36585365853658536,0.08536585365853659,11.714285714285714,8.077010290825141,16.4,10.714476188783099,7,5
321,0.18173002300000002,0.10323151900000001,0.4569536420000001,302,0.263691709,0.664181194,0.135098297,0.18573519600000002,0.20046730399999999,0.021277366000000002,0.6052025355596782,0.3420351473922903,0.4852607709750567,0.07578076685219541,0.12229437229437225,1.0,0.3190166975881261,0.13636363636363635,0.025974025974025976,0.05844155844155844,0.032467532467532464,0.35714285714285715,0.05844155844155844,25.666666666666668,22.77425447005163,38.5,39.66946768821919,6,4
