itest_id,aveknow,avecarelessness,avecorrect,numactions,averesbored,averesengcon,averesconf,averesfrust,averesofftask,averesgaming,correctrate,frhrate,frscaffoldh,hintrate,timeover80rate,workinschoolrate,wrongrate,oncebutfail,moreoncebutfail,more80sbutfail,hintbutfail,correctrateless0.5
65,0.106046066,0.056795766,0.316261204,781,0.215421196,0.683785333,0.076948047,0.084162587,0.140917392,0.388473412,0.43500929582434283,0.3600627863950749,0.6297443761393605,0.2652065889526704,0.083841097947681,1.0,0.2997841152229868,0.18181818181818182,0.06896551724137931,0.047021943573667714,0.09404388714733543,0.5956112852664577
77,0.191948307,0.094195371,0.413249211,317,0.26145524600000003,0.638636026,0.063971248,0.129858195,0.234331233,0.045096384,0.6406708862015439,0.3765249812159441,0.4669211195928753,0.159024051408932,0.24669555457538717,1.0,0.20030506238952425,0.08396946564885496,0.05343511450381679,0.06870229007633588,0.0916030534351145,0.29770992366412213
83,0.074637089,0.057139038,0.259079903,413,0.301128169,0.5957166279999999,0.252899367,0.159112865,0.25126454600000003,0.045911616,0.4270097397662379,0.3157468930724745,0.5892211148025102,0.12690615358194016,0.16152767660975598,1.0,0.4460841066518221,0.1937984496124031,0.023255813953488372,0.07751937984496124,0.015503875968992248,0.6434108527131783
86,0.17564993399999998,0.084595095,0.408918406,1054,0.250262441,0.623113171,0.087392179,0.146212281,0.15865586,0.072253519,0.5554594265062744,0.4877179574490159,0.5782851359167148,0.20782756283623838,0.10538968903341372,1.0,0.23671301065748734,0.16263736263736264,0.03736263736263736,0.06593406593406594,0.1054945054945055,0.42417582417582417
87,0.519110927,0.198341627,0.769565217,230,0.227044359,0.664749135,0.07261280099999999,0.039176787000000005,0.195070483,0.005256235,0.8340476190476189,0.3032142857142857,0.3325,0.008095238095238095,0.1975,1.0,0.15785714285714286,0.115,0.0,0.04,0.005,0.14
94,0.202291648,0.12151238,0.527272727,55,0.303381267,0.639337644,0.109729439,0.055948247,0.459114442,0.06526256799999999,0.645045045045045,0.4063063063063064,0.4594594594594595,0.1072072072072072,0.35225225225225226,1.0,0.24774774774774777,0.21621621621621623,0.0,0.08108108108108109,0.05405405405405406,0.35135135135135137
101,0.195441355,0.117634243,0.403553299,394,0.252399042,0.61923606,0.123829171,0.241242809,0.195610843,0.069792693,0.5952185495663757,0.25113407124276693,0.3546195652173913,0.13110974170756776,0.12468015076710727,0.7168478260869564,0.27367170872605656,0.14130434782608695,0.016304347826086956,0.05434782608695652,0.043478260869565216,0.40217391304347827
114,0.142241662,0.085295516,0.396551724,348,0.267311879,0.646790224,0.094736805,0.199609409,0.211144367,0.074046898,0.5496764735618239,0.281819330704681,0.42468152866242037,0.1934814477808108,0.16756900212314224,0.8786270346779902,0.2568420786573652,0.1464968152866242,0.012738853503184714,0.044585987261146494,0.05732484076433121,0.45222929936305734
118,0.120320087,0.07951979299999999,0.319460727,1706,0.25086445,0.662240229,0.137439106,0.142874016,0.154649462,0.129343182,0.4598765341831593,0.3840285901822881,0.6517663705067404,0.19890070018151682,0.0700809398613713,0.6797637390857729,0.34122276563532306,0.17719568567026195,0.02157164869029276,0.046224961479198766,0.046224961479198766,0.5778120184899846
124,0.108132703,0.082320906,0.322683706,313,0.268996182,0.644955366,0.165483925,0.061079365,0.217667927,0.025587755,0.46631421929040995,0.4246475526237432,0.6693121693121694,0.1550201562106324,0.07222565793994365,1.0,0.3786656244989578,0.1984126984126984,0.015873015873015872,0.023809523809523808,0.047619047619047616,0.5396825396825397
125,0.058088646,0.050379014000000014,0.319838057,247,0.288641402,0.619650057,0.184629568,0.156195946,0.251108875,0.030574723,0.4497367593902249,0.3533396196762534,0.5445544554455446,0.13103096023888103,0.20440044004400437,1.0,0.41923228037089405,0.21782178217821782,0.009900990099009901,0.1188118811881188,0.06930693069306931,0.5643564356435643
126,0.250838364,0.111159403,0.5,406,0.273188488,0.646944495,0.104601634,0.131631829,0.230005112,0.040233379,0.660950937950938,0.4123140933140932,0.5271111111111111,0.06717219817219817,0.19967195767195767,1.0,0.27187686387686383,0.12444444444444444,0.035555555555555556,0.08,0.04,0.3022222222222222
129,0.214835013,0.112076632,0.444656489,524,0.254311706,0.644452215,0.084628632,0.137294769,0.205011654,0.101658581,0.6243872549019608,0.4533876050420168,0.5717714169000934,0.10102124183006533,0.20182510504201684,0.9606967787114845,0.27459150326797394,0.16544117647058823,0.025735294117647058,0.08455882352941177,0.03676470588235294,0.3713235294117647
131,0.248389328,0.142273516,0.5443786979999999,169,0.29052083100000003,0.639280046,0.079422223,0.241071919,0.310722416,0.020833394,0.7021630874572051,0.3238951136009959,0.3769063180827887,0.04929971988795518,0.32692966075319013,0.9411764705882353,0.24853719265483976,0.11764705882352941,0.00980392156862745,0.06862745098039216,0.029411764705882353,0.27450980392156865
132,0.249502189,0.13837559300000002,0.5,450,0.269245446,0.657856784,0.15872676,0.146803922,0.229158814,0.012235423,0.6423607450360217,0.4352574240028115,0.5704797047970479,0.015458618871903003,0.1832279037076085,1.0,0.3421806360920753,0.16974169741697417,0.02214022140221402,0.08487084870848709,0.007380073800738007,0.30996309963099633
134,0.18380105,0.113211135,0.323420074,269,0.267901216,0.6125564929999999,0.133687245,0.08876096800000001,0.238335305,0.06220814,0.5319348767174855,0.31340485601355167,0.46829710144927533,0.17723014304536044,0.20410973084886128,1.0,0.2908349802371541,0.10869565217391304,0.07608695652173914,0.08695652173913043,0.07608695652173914,0.44565217391304346
154,0.146523982,0.084286254,0.344827586,116,0.322648804,0.617288675,0.201429464,0.114429707,0.410196722,0.006764479,0.5541050420168068,0.52743837535014,0.6891666666666667,0.025938375350140055,0.30617647058823527,1.0,0.41995658263305324,0.18,0.04,0.16,0.02,0.44
156,0.271432227,0.183642876,0.384765625,512,0.255130191,0.637416079,0.134120706,0.110669057,0.208372782,0.052068708,0.5830945213991827,0.4147361717700231,0.5558176100628931,0.11978550568311944,0.1412880089142575,1.0,0.2971199729176977,0.11320754716981132,0.08018867924528301,0.09905660377358491,0.09433962264150944,0.39622641509433965
160,0.222439305,0.14599993,0.387009472,739,0.234373482,0.647305606,0.106632401,0.100562531,0.139645963,0.096694778,0.5691022947640595,0.42148324714501195,0.561827731092437,0.18170356604180135,0.06814425770308123,1.0,0.24919413919413927,0.15588235294117647,0.029411764705882353,0.03529411764705882,0.06470588235294118,0.4176470588235294
161,0.301436989,0.145797015,0.483425414,362,0.262822668,0.618727644,0.103445485,0.048144156,0.211666099,0.134778174,0.6890148046398046,0.31625839438339454,0.46153846153846156,0.08110500610500611,0.28944215506715504,1.0,0.22988018925518922,0.13942307692307693,0.019230769230769232,0.08173076923076923,0.028846153846153848,0.30288461538461536
164,0.117597648,0.081439928,0.25698324,179,0.252203615,0.59731396,0.135031684,0.10566424,0.243512731,0.21415796,0.37978781331259504,0.3908156884124782,0.5979822588705648,0.25355951703292734,0.14995714041375033,1.0,0.3666526696544776,0.1956521739130435,0.08695652173913043,0.13043478260869565,0.10869565217391304,0.6521739130434783
176,0.318760523,0.15400161099999998,0.575949367,316,0.235391158,0.645941305,0.08666062699999999,0.082399133,0.208176258,0.014225851,0.7194947462553096,0.4380393471942768,0.5211267605633803,0.06368209255533198,0.17676056338028168,1.0,0.21682316118935838,0.14553990610328638,0.0,0.06103286384976526,0.028169014084507043,0.2535211267605634
185,0.233430296,0.106263883,0.50617284,81,0.322770273,0.598737575,0.17094369199999998,0.05699731900000001,0.364481987,0.005052991,0.6632817537072856,0.4098968407479046,0.5106382978723404,0.017730496453900707,0.3444551901998711,1.0,0.3189877498388137,0.14893617021276595,0.0425531914893617,0.1276595744680851,0.02127659574468085,0.2978723404255319
190,0.510753715,0.235045982,0.709090909,330,0.250685594,0.676984259,0.072317366,0.091461544,0.253564049,0.006531736,0.800475302061123,0.42742981520966594,0.4680170575692964,0.03317786069651741,0.22364960909737028,1.0,0.16634683724235963,0.12686567164179105,0.0,0.06716417910447761,0.018656716417910446,0.16044776119402984
203,0.103227252,0.047708221,0.308964781,1874,0.233485164,0.6604329320000001,0.062674594,0.142092044,0.165236511,0.308131222,0.3973428212732483,0.3180126065144621,0.6452086009228866,0.3384789465275015,0.15241284348609888,1.0,0.26417823219925024,0.11619047619047619,0.06857142857142857,0.09714285714285714,0.06095238095238095,0.6438095238095238
205,0.229988259,0.126401241,0.445407279,577,0.242690549,0.6588631229999999,0.11235571,0.132229992,0.185330182,0.077827163,0.5982428245270713,0.3196183953033267,0.4599315068493151,0.17873858447488583,0.1226679712981083,1.0,0.22301859099804303,0.11986301369863013,0.06164383561643835,0.06506849315068493,0.0821917808219178,0.386986301369863
213,0.277700883,0.135598821,0.612676056,142,0.265373203,0.641475201,0.115492932,0.107630398,0.28752399300000003,0.011299189,0.7239273927392739,0.4367986798679868,0.46369636963696365,0.0594059405940594,0.2346534653465346,1.0,0.2166666666666667,0.13861386138613863,0.009900990099009901,0.04950495049504951,0.04950495049504951,0.22772277227722773
215,0.313221226,0.184542016,0.475655431,534,0.257214045,0.655020529,0.180376753,0.107810764,0.206081281,0.031977724,0.7148283143670597,0.22765119259584213,0.3118081180811808,0.03371330391625595,0.20787129025136408,1.0,0.2514583817166843,0.08856088560885608,0.04059040590405904,0.07011070110701106,0.01845018450184502,0.25461254612546125
224,0.561260426,0.270005023,0.715384615,390,0.28618078,0.6040069889999999,0.051758966,0.183532224,0.311099746,0.005036821,0.8074318495514147,0.3432108350586611,0.35144927536231885,0.03196888658845181,0.37009719346675873,0.9565217391304348,0.1605992638601334,0.10144927536231885,0.014492753623188406,0.08333333333333333,0.028985507246376812,0.15217391304347827
229,0.083560635,0.065196775,0.308880309,259,0.297670234,0.658538587,0.18225863,0.13084632,0.232101179,0.008667741,0.47666170463200186,0.4074372821897575,0.6138613861386139,0.10276489187380278,0.15321782178217822,0.9933993399339933,0.42057340349419553,0.2079207920792079,0.019801980198019802,0.0891089108910891,0.039603960396039604,0.5247524752475248
237,0.17244604100000002,0.063061667,0.4382470120000001,251,0.284884321,0.64298244,0.097436128,0.080696823,0.318139343,0.081812501,0.6090808416389814,0.3599114064230343,0.5171650055370987,0.13289036544850497,0.3985418973791067,1.0,0.2580287929125139,0.16279069767441862,0.007751937984496124,0.11627906976744186,0.023255813953488372,0.4186046511627907
240,0.12672275,0.103424304,0.316476346,613,0.256108188,0.652335256,0.15639186900000002,0.16563876800000002,0.16916408100000002,0.044363703,0.4844008815647469,0.2852662277032025,0.5176552439157481,0.09221673517892003,0.07905889628578704,0.7722088835534213,0.4233823832563328,0.1638655462184874,0.03361344537815126,0.04201680672268908,0.01680672268907563,0.5294117647058824
243,0.3883553420000001,0.218368047,0.566243194,551,0.251759924,0.6761423529999999,0.108131864,0.08680257599999999,0.208192668,0.024505622,0.7156285775179638,0.41349622457678714,0.5102941176470588,0.05049613323590305,0.15524859943977593,1.0,0.2338752892461332,0.12352941176470589,0.023529411764705882,0.06470588235294118,0.029411764705882353,0.25
251,0.214105257,0.100620931,0.440758294,422,0.278758147,0.651875283,0.126533039,0.064278654,0.242030987,0.026601417,0.6222829960386522,0.47894850247791426,0.5644796380090498,0.1421634926159813,0.24509389554638425,1.0,0.23555351134536653,0.17194570135746606,0.013574660633484163,0.08144796380090498,0.07692307692307693,0.3755656108597285
252,0.115368191,0.07118343099999999,0.331858407,452,0.238698075,0.647693161,0.180779414,0.095411034,0.189113997,0.141107239,0.47319288408673904,0.43310431033894736,0.6448324022346369,0.24364618931658039,0.15682328224227668,1.0,0.28316092659668074,0.17318435754189945,0.027932960893854747,0.07262569832402235,0.0893854748603352,0.5642458100558659
255,0.150976657,0.098633683,0.277822258,1249,0.201959243,0.676252959,0.112641183,0.096218211,0.120189986,0.345565348,0.463676666596025,0.31222382401328913,0.5907330049362736,0.24904818507713267,0.0683653237423004,1.0,0.2872751483268425,0.14805194805194805,0.05714285714285714,0.05454545454545454,0.05714285714285714,0.5818181818181818
261,0.104958257,0.058340843,0.291274325,1593,0.213605182,0.68699618,0.065391474,0.13039108,0.132006633,0.399145228,0.4274861166949584,0.3397978375790877,0.6100324883449884,0.35085570687781065,0.09235078463203462,1.0,0.22165817642723146,0.085,0.085,0.0525,0.0925,0.6275
263,0.390923244,0.254016808,0.54950495,202,0.268919009,0.62079776,0.080365172,0.24632606,0.265146137,0.023672641,0.7138404955478126,0.1752226093689508,0.2634146341463415,0.0213511420828494,0.2733836624080526,1.0,0.264808362369338,0.07317073170731707,0.032520325203252036,0.07317073170731707,0.024390243902439025,0.25203252032520324
268,0.18826698,0.073952182,0.56097561,41,0.34162560200000003,0.599801739,0.08281520099999999,0.02905434,0.542866007,0.057319973,0.6321839080459771,0.6149425287356322,0.6206896551724138,0.14942528735632182,0.557471264367816,1.0,0.21839080459770116,0.20689655172413793,0.0,0.1724137931034483,0.13793103448275862,0.3448275862068966
269,0.346406161,0.195707524,0.551252847,439,0.258309797,0.659551134,0.120236238,0.08871942699999999,0.209815669,0.019464027,0.7176444330952846,0.3466176013099388,0.444562693498452,0.04517652432706613,0.18193804711800068,0.9325980392156863,0.23717904257764938,0.13602941176470587,0.007352941176470588,0.04779411764705882,0.01838235294117647,0.2647058823529412
278,0.066866907,0.06406334799999999,0.328571429,140,0.27163089,0.657780562,0.136652849,0.259933972,0.284290506,0.091682548,0.5046051649499923,0.2984923122854157,0.3785266457680251,0.06579340200029855,0.15868040005971043,1.0,0.4296014330497091,0.1724137931034483,0.034482758620689655,0.08620689655172414,0.06896551724137931,0.46551724137931033
281,0.029265495,0.011227679,0.276119403,134,0.313020911,0.589079225,0.152309275,0.084307878,0.384766676,0.040720831,0.34878419452887544,0.43991894630192496,0.6170212765957447,0.393161094224924,0.3450354609929078,1.0,0.25805471124620066,0.2127659574468085,0.0425531914893617,0.19148936170212766,0.1702127659574468,0.6808510638297872
282,0.4710138,0.254191734,0.613466334,401,0.254219932,0.6518480289999999,0.06382944900000001,0.182679294,0.230848076,0.012647446,0.7753242714996448,0.27394722814498934,0.31156716417910446,0.07801616915422885,0.21726190476190477,0.9256396588486141,0.14665955934612654,0.09328358208955224,0.007462686567164179,0.05223880597014925,0.03731343283582089,0.21641791044776118
283,0.146352073,0.093224036,0.309661437,1211,0.211405366,0.655710893,0.079307519,0.102919704,0.126860415,0.245489485,0.48630543033885865,0.42052652833619414,0.6281165409696118,0.24995329632217425,0.056704962927429894,1.0,0.26374127333896713,0.17400881057268722,0.039647577092511016,0.03303964757709251,0.07929515418502203,0.5440528634361234
285,0.17574829600000005,0.11036303,0.354636591,798,0.260853283,0.637646853,0.12519264800000002,0.127093329,0.17787962899999998,0.056117344000000006,0.5781127748675828,0.3601145738164968,0.5400126049164511,0.11370926082464546,0.08333088297030604,1.0,0.30817796430777217,0.12179487179487179,0.05448717948717949,0.0673076923076923,0.041666666666666664,0.4326923076923077
291,0.109906109,0.058950182,0.275910364,714,0.20292856,0.6762770370000001,0.026767603,0.099312263,0.13390801900000002,0.387274098,0.3555615164520744,0.3700780025887324,0.6809728183118741,0.5336995026909189,0.02721149260848832,1.0,0.11073898085700659,0.1759656652360515,0.04721030042918455,0.012875536480686695,0.14163090128755365,0.7682403433476395
292,0.13367071,0.07054643299999999,0.382978723,141,0.32333534,0.59944829,0.156998061,0.102210737,0.339755388,0.011974672,0.5744638694638694,0.46100233100233096,0.5704545454545454,0.1385081585081585,0.2553030303030303,1.0,0.28702797202797203,0.15384615384615385,0.046153846153846156,0.13846153846153847,0.07692307692307693,0.4153846153846154
295,0.062229643,0.020679071,0.228490832,1418,0.17750783,0.6891646090000001,0.033163109,0.155427037,0.09474078,0.671101143,0.2768266346144452,0.41790844595584975,0.7178329571106095,0.5638371786227317,0.04328442437923251,1.0,0.1593361867628234,0.2144469525959368,0.07223476297968397,0.022573363431151242,0.21896162528216703,0.8058690744920993
299,0.193344005,0.124177267,0.392448513,874,0.221647972,0.654010436,0.11319096,0.210527311,0.144921088,0.186946857,0.5786658187669746,0.2504603721111712,0.34187185646723217,0.1299973742680305,0.09749089740589229,1.0,0.29133680696499464,0.10115606936416185,0.04335260115606936,0.057803468208092484,0.06069364161849711,0.4161849710982659
303,0.256343562,0.141790463,0.535135135,185,0.30302934,0.64146283,0.125400705,0.146885895,0.31451265300000003,0.008765585,0.7097727272727273,0.4518939393939394,0.5015909090909091,0.06416666666666666,0.2674242424242424,0.8545454545454545,0.22606060606060605,0.12727272727272726,0.02727272727272727,0.1,0.05454545454545454,0.2636363636363636
312,0.200423245,0.106769419,0.41221374,786,0.26377036,0.620389138,0.097428276,0.163533071,0.182911474,0.038181707,0.5998574081443162,0.4179300968298181,0.5487465181058496,0.12353097227749041,0.11911725693062739,1.0,0.27661161957819336,0.12534818941504178,0.013927576601671309,0.04456824512534819,0.04456824512534819,0.3788300835654596
314,0.155755888,0.101488044,0.475862069,145,0.296693017,0.603354318,0.081911102,0.32594743800000003,0.332772063,0.071483968,0.5851626016260164,0.17926829268292688,0.2520325203252033,0.047967479674796754,0.3347560975609756,1.0,0.366869918699187,0.12195121951219512,0.04878048780487805,0.08536585365853659,0.012195121951219513,0.36585365853658536
321,0.181730023,0.103231519,0.4569536420000001,302,0.263691709,0.664181194,0.135098297,0.185735196,0.200467304,0.021277366,0.6052025355596782,0.3420351473922903,0.4852607709750567,0.07578076685219541,0.12229437229437226,1.0,0.3190166975881261,0.13636363636363635,0.025974025974025976,0.05844155844155844,0.032467532467532464,0.35714285714285715
334,0.6037874839999999,0.32550452,0.532786885,610,0.227530364,0.652089579,0.11501092,0.08893852199999999,0.161103265,0.041636218,0.7764388212711643,0.40452755483527986,0.456614103685411,0.014255886539417948,0.13504334516643518,0.9327956989247311,0.20930529218941785,0.13440860215053763,0.008064516129032258,0.056451612903225805,0.010752688172043012,0.19086021505376344
336,0.12128501,0.075235752,0.31563981,1055,0.228927827,0.652944333,0.150545086,0.11966623,0.142191164,0.248925975,0.42970563123374844,0.39655276128381256,0.6749388753056235,0.25574669150463775,0.06061435169014631,0.9168432491170878,0.31454767726161376,0.19559902200489,0.012224938875305624,0.034229828850855744,0.05134474327628362,0.6234718826405868
337,0.397784256,0.20306051100000005,0.463687151,716,0.253447665,0.652361703,0.101358983,0.124997862,0.180844174,0.098781283,0.6468444543259529,0.3496732907001179,0.42646790758492886,0.13283638364581932,0.1235616432424943,1.0,0.22031916202822777,0.07801418439716312,0.06028368794326241,0.0673758865248227,0.07801418439716312,0.3404255319148936
341,0.069725912,0.05234364,0.300330033,303,0.253480084,0.652793813,0.066560078,0.140084238,0.251632629,0.144793182,0.40649920255183414,0.32608984582668793,0.5650584795321637,0.25033227006911213,0.2842038809144072,0.9210526315789473,0.3431685273790537,0.19298245614035087,0.017543859649122806,0.17543859649122806,0.07017543859649122,0.6228070175438597
344,0.140497342,0.070146103,0.328159645,451,0.212086094,0.656421005,0.053397003,0.08457492900000001,0.165763356,0.374551028,0.4576483107209364,0.2785137891283143,0.5327126008690254,0.35677041766427237,0.17465638024297242,1.0,0.18558127161479115,0.1452513966480447,0.055865921787709494,0.10614525139664804,0.09497206703910614,0.5754189944134078
349,0.28004178,0.163547102,0.432943294,1111,0.222460813,0.6727477759999999,0.088711667,0.21278684,0.155200618,0.078211687,0.6160102353998405,0.42700059044596866,0.5463843071475165,0.10010678665565276,0.04862698184615992,1.0,0.28388297794450656,0.1095890410958904,0.05870841487279843,0.03522504892367906,0.060665362035225046,0.36007827788649704
351,0.123211969,0.096872395,0.33463035,257,0.286570428,0.623631635,0.135643232,0.206580512,0.28239625100000004,0.109291994,0.4646927936562082,0.31416456172553736,0.5931422236300284,0.1566305983988911,0.22472161984357103,1.0,0.3786766079449007,0.08536585365853659,0.10975609756097561,0.13414634146341464,0.036585365853658534,0.5487804878048781
355,0.127833853,0.062128083,0.333333333,81,0.30552157,0.624209036,0.078471265,0.03904375,0.371639393,0.056799030999999986,0.4740740740740741,0.5435185185185185,0.6854166666666667,0.2743055555555556,0.40324074074074073,1.0,0.2516203703703704,0.25,0.0,0.16666666666666666,0.1111111111111111,0.5555555555555556
360,0.150901156,0.08986537300000001,0.327910959,1168,0.221344054,0.658255944,0.101942282,0.112645191,0.137648703,0.173189271,0.4905511062138229,0.38287258848483346,0.5701328150307742,0.22424164518744288,0.1036203624803581,1.0,0.2852072485987342,0.15419501133786848,0.04308390022675737,0.049886621315192746,0.09297052154195011,0.5079365079365079
363,0.403915485,0.200856569,0.580607477,856,0.230431456,0.6599007720000001,0.064502096,0.160443507,0.16773701800000002,0.023549179,0.7438091783129797,0.4699994908978504,0.5464509035937607,0.06177665390350464,0.10125354615150532,1.0,0.19441416778351556,0.06575963718820861,0.02947845804988662,0.036281179138321996,0.031746031746031744,0.2199546485260771
364,0.121397218,0.070194903,0.390769231,650,0.222043656,0.682206144,0.105059113,0.11890765,0.14328183,0.17615051,0.5197077468303883,0.44283842467804724,0.6608665269042627,0.13040206648697214,0.08241489467904563,1.0,0.3498901866826396,0.20125786163522014,0.009433962264150943,0.03773584905660377,0.031446540880503145,0.4811320754716981
372,0.139288566,0.098821159,0.333333333,162,0.274413622,0.59832357,0.155371612,0.188879065,0.242911702,0.08904419599999999,0.5062765481779565,0.4188631790744467,0.6197183098591549,0.07364185110663986,0.18990610328638496,1.0,0.4200816007154035,0.18309859154929578,0.056338028169014086,0.09859154929577464,0.028169014084507043,0.4647887323943662
376,0.199083067,0.08994976,0.454954955,222,0.297711486,0.6178776579999999,0.153457606,0.06680280599999999,0.269405286,0.007514725,0.6498807442557444,0.4825196331446332,0.6032051282051282,0.04223533411033411,0.23371010933510933,1.0,0.30788392163392164,0.14166666666666666,0.03333333333333333,0.09166666666666666,0.016666666666666666,0.325
378,0.069047551,0.054978941,0.34951456299999994,206,0.292386148,0.6568615329999999,0.193501769,0.17961061899999994,0.245502376,0.038114825,0.4718959435626102,0.44689594356261025,0.6,0.1399647266313933,0.21115520282186948,1.0,0.3881393298059966,0.2,0.022222222222222223,0.1111111111111111,0.08888888888888889,0.4777777777777778
383,0.111147964,0.069152071,0.255166932,1258,0.201511807,0.669241972,0.068417175,0.13328016,0.119862977,0.35191438700000005,0.39309530267169046,0.352965598736041,0.6002355223053478,0.3291331808804575,0.038811961324758275,0.9271543363812691,0.277771516447852,0.18703241895261846,0.029925187032418952,0.032418952618453865,0.10473815461346633,0.6408977556109726
386,0.140587404,0.083743097,0.345093716,1814,0.244558043,0.666122435,0.114771357,0.14299409400000002,0.140221743,0.088450314,0.49967055768651564,0.4263934792710517,0.6537289060745233,0.17457498985137565,0.05793291461705617,0.9427260812581912,0.3257544524621078,0.17955439056356487,0.020969855832241154,0.03407601572739188,0.03407601572739188,0.528178243774574
387,0.110814487,0.057967125,0.294964029,417,0.260942649,0.633719842,0.084377864,0.125252692,0.242305138,0.20230221,0.42916628825719755,0.40793751702842634,0.6551282051282051,0.3503019707565162,0.2569937638119456,0.965034965034965,0.22053174098628642,0.16783216783216784,0.04895104895104895,0.1048951048951049,0.1258741258741259,0.6223776223776224
390,0.148168134,0.08705917699999999,0.409921671,383,0.24643746,0.663576442,0.101483196,0.192822659,0.185891562,0.060749245999999986,0.5865176945094976,0.4329365079365081,0.5934426229508196,0.103343741868332,0.11007025761124122,1.0,0.3101385636221702,0.16393442622950818,0.01639344262295082,0.04918032786885246,0.03278688524590164,0.4207650273224044
391,0.116830269,0.06911221,0.29109063,1302,0.199463905,0.664513142,0.084895379,0.133487635,0.113942855,0.34492697,0.4084750430648437,0.3552352488605263,0.6311275568481778,0.370348701557127,0.027546529597527382,1.0,0.2211762553780294,0.17073170731707318,0.04656319290465632,0.015521064301552107,0.09534368070953436,0.6452328159645233
